SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,03,36,1,2.78,35,97.22,11,30.56,25,69.44,15,41.67,21,58.33,0,0.00,0,0.00,32,88.89,1,2.78,1,2.78,0,0.00,2,5.56,
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,04,32,2,6.25,30,93.75,9,28.13,23,71.88,18,56.25,14,43.75,0,0.00,0,0.00,29,90.63,0,0.00,2,6.25,0,0.00,1,3.13,
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,05,37,0,0.00,37,100.00,12,32.43,25,67.57,15,40.54,22,59.46,0,0.00,0,0.00,35,94.59,1,2.70,0,0.00,0,0.00,1,2.70,
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,06,20,0,0.00,20,100.00,4,20.00,16,80.00,7,35.00,13,65.00,1,5.00,0,0.00,18,90.00,1,5.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,07,27,2,7.41,25,92.59,4,14.81,23,85.19,17,62.96,10,37.04,0,0.00,1,3.70,22,81.48,0,0.00,2,7.41,0,0.00,2,7.41,
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,08,31,1,3.23,30,96.77,8,25.81,23,74.19,11,35.48,20,64.52,0,0.00,0,0.00,27,87.10,1,3.23,3,9.68,0,0.00,0,0.00,
2020-2021,District,District,5250,Paul L. Dunbar School,Network 5,All Grades,262,9,3.44,253,96.56,61,23.28,201,76.72,115,43.89,147,56.11,1,0.38,1,0.38,231,88.17,9,3.44,10,3.82,0,0.00,10,3.82,100.00
2020-2021,District,District,5260,Lewis Elkin School,Network 11,00,104,24,23.08,80,76.92,0,0.00,104,100.00,43,41.35,61,58.65,0,0.00,0,0.00,15,14.42,87,83.65,0,0.00,0,0.00,2,1.92,
2020-2021,District,District,5260,Lewis Elkin School,Network 11,01,131,28,21.37,103,78.63,10,7.63,121,92.37,66,50.38,65,49.62,1,0.76,1,0.76,23,17.56,104,79.39,2,1.53,0,0.00,0,0.00,
2020-2021,District,District,5260,Lewis Elkin School,Network 11,02,147,30,20.41,117,79.59,9,6.12,138,93.88,75,51.02,72,48.98,0,0.00,0,0.00,20,13.61,124,84.35,1,0.68,0,0.00,2,1.36,
2020-2021,District,District,5260,Lewis Elkin School,Network 11,03,138,38,27.54,100,72.46,18,13.04,120,86.96,72,52.17,66,47.83,1,0.72,0,0.00,28,20.29,104,75.36,3,2.17,0,0.00,2,1.45,
2020-2021,District,District,5260,Lewis Elkin School,Network 11,04,126,35,27.78,91,72.22,17,13.49,109,86.51,60,47.62,66,52.38,0,0.00,0,0.00,31,24.60,94,74.60,0,0.00,0,0.00,1,0.79,
2020-2021,District,District,5260,Lewis Elkin School,Network 11,All Grades,646,155,23.99,491,76.01,54,8.36,592,91.64,316,48.92,330,51.08,2,0.31,1,0.15,117,18.11,513,79.41,6,0.93,0,0.00,7,1.08,100.00
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,00,61,1,1.64,60,98.36,0,0.00,61,100.00,31,50.82,30,49.18,0,0.00,2,3.28,2,3.28,12,19.67,6,9.84,0,0.00,39,63.93,
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,01,83,1,1.20,82,98.80,16,19.28,67,80.72,46,55.42,37,44.58,0,0.00,1,1.20,5,6.02,18,21.69,13,15.66,0,0.00,46,55.42,
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,02,57,1,1.75,56,98.25,17,29.82,40,70.18,28,49.12,29,50.88,0,0.00,1,1.75,2,3.51,22,38.60,3,5.26,0,0.00,29,50.88,
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,03,48,1,2.08,47,97.92,13,27.08,35,72.92,17,35.42,31,64.58,0,0.00,0,0.00,7,14.58,10,20.83,2,4.17,0,0.00,29,60.42,
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,04,56,1,1.79,55,98.21,16,28.57,40,71.43,28,50.00,28,50.00,0,0.00,2,3.57,2,3.57,10,17.86,6,10.71,0,0.00,36,64.29,
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,05,53,0,0.00,53,100.00,20,37.74,33,62.26,28,52.83,25,47.17,0,0.00,2,3.77,7,13.21,7,13.21,6,11.32,0,0.00,31,58.49,
2020-2021,District,District,5300,Horatio B. Hackett School,Network 5,All Grades,358,5,1.40,353,98.60,82,22.91,276,77.09,178,49.72,180,50.28,0,0.00,8,2.23,25,6.98,79,22.07,36,10.06,0,0.00,210,58.66,89.83
2020-2021,District,District,5320,John F. Hartranft School,Network 5,00,19,0,0.00,19,100.00,0,0.00,19,100.00,10,52.63,9,47.37,0,0.00,0,0.00,14,73.68,4,21.05,1,5.26,0,0.00,0,0.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,01,39,0,0.00,39,100.00,2,5.13,37,94.87,26,66.67,13,33.33,0,0.00,0,0.00,30,76.92,8,20.51,1,2.56,0,0.00,0,0.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,02,50,2,4.00,48,96.00,8,16.00,42,84.00,25,50.00,25,50.00,0,0.00,0,0.00,33,66.00,14,28.00,2,4.00,0,0.00,1,2.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,03,55,1,1.82,54,98.18,10,18.18,45,81.82,28,50.91,27,49.09,0,0.00,0,0.00,40,72.73,14,25.45,0,0.00,0,0.00,1,1.82,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,04,50,2,4.00,48,96.00,11,22.00,39,78.00,28,56.00,22,44.00,0,0.00,0,0.00,34,68.00,13,26.00,2,4.00,0,0.00,1,2.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,05,62,6,9.68,56,90.32,20,32.26,42,67.74,24,38.71,38,61.29,0,0.00,0,0.00,41,66.13,13,20.97,7,11.29,1,1.61,0,0.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,06,59,4,6.78,55,93.22,17,28.81,42,71.19,30,50.85,29,49.15,0,0.00,0,0.00,38,64.41,17,28.81,3,5.08,1,1.69,0,0.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,07,60,6,10.00,54,90.00,9,15.00,51,85.00,28,46.67,32,53.33,0,0.00,0,0.00,44,73.33,10,16.67,6,10.00,0,0.00,0,0.00,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,08,53,7,13.21,46,86.79,13,24.53,40,75.47,28,52.83,25,47.17,0,0.00,0,0.00,29,54.72,20,37.74,3,5.66,0,0.00,1,1.89,
2020-2021,District,District,5320,John F. Hartranft School,Network 5,All Grades,447,28,6.26,419,93.74,90,20.13,357,79.87,227,50.78,220,49.22,0,0.00,0,0.00,303,67.79,113,25.28,25,5.59,2,0.45,4,0.89,100.00
2020-2021,District,District,5330,William H. Hunter School,Network 5,00,24,2,8.33,22,91.67,1,4.17,23,95.83,13,54.17,11,45.83,0,0.00,0,0.00,2,8.33,22,91.67,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5330,William H. Hunter School,Network 5,01,44,1,2.27,43,97.73,5,11.36,39,88.64,17,38.64,27,61.36,0,0.00,0,0.00,6,13.64,37,84.09,1,2.27,0,0.00,0,0.00,
2020-2021,District,District,5330,William H. Hunter School,Network 5,02,49,6,12.24,43,87.76,11,22.45,38,77.55,15,30.61,34,69.39,0,0.00,1,2.04,6,12.24,40,81.63,0,0.00,1,2.04,1,2.04,
2020-2021,District,District,5330,William H. Hunter School,Network 5,03,61,2,3.28,59,96.72,13,21.31,48,78.69,36,59.02,25,40.98,0,0.00,1,1.64,11,18.03,46,75.41,2,3.28,0,0.00,1,1.64,
2020-2021,District,District,5330,William H. Hunter School,Network 5,04,58,5,8.62,53,91.38,9,15.52,49,84.48,32,55.17,26,44.83,0,0.00,1,1.72,10,17.24,45,77.59,2,3.45,0,0.00,0,0.00,
2020-2021,District,District,5330,William H. Hunter School,Network 5,05,68,6,8.82,62,91.18,20,29.41,48,70.59,24,35.29,44,64.71,0,0.00,2,2.94,9,13.24,47,69.12,8,11.76,0,0.00,2,2.94,
2020-2021,District,District,5330,William H. Hunter School,Network 5,06,72,12,16.67,60,83.33,26,36.11,46,63.89,37,51.39,35,48.61,1,1.39,1,1.39,9,12.50,57,79.17,2,2.78,0,0.00,2,2.78,
2020-2021,District,District,5330,William H. Hunter School,Network 5,07,72,11,15.28,61,84.72,34,47.22,38,52.78,31,43.06,41,56.94,1,1.39,0,0.00,8,11.11,48,66.67,9,12.50,0,0.00,6,8.33,
2020-2021,District,District,5330,William H. Hunter School,Network 5,08,75,8,10.67,67,89.33,23,30.67,52,69.33,32,42.67,43,57.33,0,0.00,1,1.33,9,12.00,57,76.00,6,8.00,0,0.00,2,2.67,
2020-2021,District,District,5330,William H. Hunter School,Network 5,All Grades,523,53,10.13,470,89.87,142,27.15,381,72.85,237,45.32,286,54.68,2,0.38,7,1.34,70,13.38,399,76.29,30,5.74,1,0.19,14,2.68,100.00
2020-2021,District,District,5340,James R. Ludlow School,Network 3,00,14,1,7.14,13,92.86,0,0.00,14,100.00,10,71.43,4,28.57,0,0.00,0,0.00,13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,01,21,0,0.00,21,100.00,5,23.81,16,76.19,13,61.90,8,38.10,0,0.00,0,0.00,17,80.95,4,19.05,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,02,21,0,0.00,21,100.00,4,19.05,17,80.95,10,47.62,11,52.38,0,0.00,0,0.00,18,85.71,3,14.29,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,03,33,1,3.03,32,96.97,7,21.21,26,78.79,12,36.36,21,63.64,0,0.00,0,0.00,27,81.82,4,12.12,1,3.03,0,0.00,1,3.03,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,04,29,0,0.00,29,100.00,12,41.38,17,58.62,10,34.48,19,65.52,0,0.00,0,0.00,23,79.31,3,10.34,3,10.34,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,05,43,1,2.33,42,97.67,17,39.53,26,60.47,14,32.56,29,67.44,0,0.00,0,0.00,32,74.42,6,13.95,5,11.63,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,06,35,1,2.86,34,97.14,15,42.86,20,57.14,15,42.86,20,57.14,0,0.00,0,0.00,26,74.29,3,8.57,6,17.14,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,07,44,0,0.00,44,100.00,22,50.00,22,50.00,16,36.36,28,63.64,0,0.00,1,2.27,36,81.82,6,13.64,1,2.27,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,08,30,0,0.00,30,100.00,11,36.67,19,63.33,14,46.67,16,53.33,0,0.00,0,0.00,25,83.33,3,10.00,2,6.67,0,0.00,0,0.00,
2020-2021,District,District,5340,James R. Ludlow School,Network 3,All Grades,270,4,1.48,266,98.52,93,34.44,177,65.56,114,42.22,156,57.78,0,0.00,1,0.37,217,80.37,33,12.22,18,6.67,0,0.00,1,0.37,100.00
2020-2021,District,District,5350,William McKinley School,Network 12,00,23,1,4.35,22,95.65,0,0.00,23,100.00,9,39.13,14,60.87,0,0.00,0,0.00,14,60.87,8,34.78,0,0.00,0,0.00,1,4.35,
2020-2021,District,District,5350,William McKinley School,Network 12,01,51,2,3.92,49,96.08,9,17.65,42,82.35,26,50.98,25,49.02,0,0.00,1,1.96,24,47.06,23,45.10,1,1.96,1,1.96,1,1.96,
2020-2021,District,District,5350,William McKinley School,Network 12,02,23,0,0.00,23,100.00,6,26.09,17,73.91,9,39.13,14,60.87,0,0.00,1,4.35,10,43.48,11,47.83,1,4.35,0,0.00,0,0.00,
2020-2021,District,District,5350,William McKinley School,Network 12,03,31,1,3.23,30,96.77,5,16.13,26,83.87,13,41.94,18,58.06,0,0.00,0,0.00,12,38.71,17,54.84,0,0.00,0,0.00,2,6.45,
2020-2021,District,District,5350,William McKinley School,Network 12,04,45,7,15.56,38,84.44,7,15.56,38,84.44,19,42.22,26,57.78,0,0.00,1,2.22,24,53.33,20,44.44,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5350,William McKinley School,Network 12,05,47,5,10.64,42,89.36,13,27.66,34,72.34,19,40.43,28,59.57,0,0.00,2,4.26,24,51.06,21,44.68,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5350,William McKinley School,Network 12,06,46,6,13.04,40,86.96,13,28.26,33,71.74,19,41.30,27,58.70,0,0.00,1,2.17,20,43.48,25,54.35,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5350,William McKinley School,Network 12,07,54,9,16.67,45,83.33,16,29.63,38,70.37,20,37.04,34,62.96,0,0.00,0,0.00,21,38.89,33,61.11,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5350,William McKinley School,Network 12,08,44,5,11.36,39,88.64,10,22.73,34,77.27,21,47.73,23,52.27,0,0.00,1,2.27,19,43.18,23,52.27,0,0.00,0,0.00,1,2.27,
2020-2021,District,District,5350,William McKinley School,Network 12,All Grades,364,36,9.89,328,90.11,79,21.70,285,78.30,155,42.58,209,57.42,0,0.00,7,1.92,168,46.15,181,49.73,2,0.55,1,0.27,5,1.37,100.00
2020-2021,District,District,5370,John Moffet School,Network 3,00,27,5,18.52,22,81.48,0,0.00,27,100.00,10,37.04,17,62.96,0,0.00,0,0.00,5,18.52,10,37.04,4,14.81,0,0.00,8,29.63,
2020-2021,District,District,5370,John Moffet School,Network 3,01,52,8,15.38,44,84.62,8,15.38,44,84.62,22,42.31,30,57.69,0,0.00,0,0.00,9,17.31,23,44.23,7,13.46,0,0.00,13,25.00,
2020-2021,District,District,5370,John Moffet School,Network 3,02,56,6,10.71,50,89.29,9,16.07,47,83.93,24,42.86,32,57.14,0,0.00,0,0.00,11,19.64,38,67.86,1,1.79,0,0.00,6,10.71,
2020-2021,District,District,5370,John Moffet School,Network 3,03,44,6,13.64,38,86.36,8,18.18,36,81.82,18,40.91,26,59.09,0,0.00,0,0.00,6,13.64,29,65.91,1,2.27,0,0.00,8,18.18,
2020-2021,District,District,5370,John Moffet School,Network 3,04,40,4,10.00,36,90.00,8,20.00,32,80.00,21,52.50,19,47.50,0,0.00,0,0.00,10,25.00,20,50.00,8,20.00,0,0.00,2,5.00,
2020-2021,District,District,5370,John Moffet School,Network 3,05,41,6,14.63,35,85.37,10,24.39,31,75.61,14,34.15,27,65.85,0,0.00,1,2.44,5,12.20,21,51.22,8,19.51,0,0.00,6,14.63,
2020-2021,District,District,5370,John Moffet School,Network 3,All Grades,260,35,13.46,225,86.54,43,16.54,217,83.46,109,41.92,151,58.08,0,0.00,1,0.38,46,17.69,141,54.23,29,11.15,0,0.00,43,16.54,100.00
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,00,36,2,5.56,34,94.44,0,0.00,36,100.00,22,61.11,14,38.89,0,0.00,0,0.00,8,22.22,26,72.22,1,2.78,0,0.00,1,2.78,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,01,51,8,15.69,43,84.31,3,5.88,48,94.12,22,43.14,29,56.86,0,0.00,0,0.00,12,23.53,37,72.55,1,1.96,0,0.00,1,1.96,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,02,52,12,23.08,40,76.92,6,11.54,46,88.46,26,50.00,26,50.00,0,0.00,0,0.00,11,21.15,41,78.85,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,03,54,8,14.81,46,85.19,12,22.22,42,77.78,24,44.44,30,55.56,0,0.00,0,0.00,13,24.07,40,74.07,1,1.85,0,0.00,0,0.00,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,04,61,18,29.51,43,70.49,10,16.39,51,83.61,24,39.34,37,60.66,0,0.00,0,0.00,16,26.23,44,72.13,0,0.00,0,0.00,1,1.64,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,05,54,11,20.37,43,79.63,7,12.96,47,87.04,25,46.30,29,53.70,0,0.00,0,0.00,14,25.93,39,72.22,1,1.85,0,0.00,0,0.00,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,06,51,9,17.65,42,82.35,6,11.76,45,88.24,20,39.22,31,60.78,0,0.00,0,0.00,12,23.53,39,76.47,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,07,60,17,28.33,43,71.67,9,15.00,51,85.00,34,56.67,26,43.33,0,0.00,0,0.00,10,16.67,45,75.00,3,5.00,0,0.00,2,3.33,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,08,59,7,11.86,52,88.14,17,28.81,42,71.19,24,40.68,35,59.32,0,0.00,1,1.69,11,18.64,44,74.58,3,5.08,0,0.00,0,0.00,
2020-2021,District,District,5390,Potter-Thomas School,Acceleration,All Grades,478,92,19.25,386,80.75,70,14.64,408,85.36,221,46.23,257,53.77,0,0.00,1,0.21,107,22.38,355,74.27,10,2.09,0,0.00,5,1.05,100.00
2020-2021,District,District,5400,Richmond School,Network 5,00,47,0,0.00,47,100.00,0,0.00,47,100.00,21,44.68,26,55.32,0,0.00,5,10.64,5,10.64,18,38.30,4,8.51,0,0.00,15,31.91,
2020-2021,District,District,5400,Richmond School,Network 5,01,76,7,9.21,69,90.79,11,14.47,65,85.53,32,42.11,44,57.89,0,0.00,1,1.32,11,14.47,27,35.53,4,5.26,0,0.00,33,43.42,
2020-2021,District,District,5400,Richmond School,Network 5,02,68,6,8.82,62,91.18,11,16.18,57,83.82,27,39.71,41,60.29,0,0.00,1,1.47,14,20.59,27,39.71,2,2.94,0,0.00,24,35.29,
2020-2021,District,District,5400,Richmond School,Network 5,03,96,9,9.38,87,90.63,13,13.54,83,86.46,45,46.88,51,53.13,0,0.00,2,2.08,14,14.58,40,41.67,6,6.25,0,0.00,34,35.42,
2020-2021,District,District,5400,Richmond School,Network 5,04,81,7,8.64,74,91.36,18,22.22,63,77.78,33,40.74,48,59.26,0,0.00,1,1.23,20,24.69,21,25.93,6,7.41,0,0.00,33,40.74,
2020-2021,District,District,5400,Richmond School,Network 5,05,85,7,8.24,78,91.76,18,21.18,67,78.82,32,37.65,53,62.35,0,0.00,1,1.18,20,23.53,25,29.41,6,7.06,0,0.00,33,38.82,
2020-2021,District,District,5400,Richmond School,Network 5,All Grades,453,36,7.95,417,92.05,71,15.67,382,84.33,190,41.94,263,58.06,0,0.00,11,2.43,84,18.54,158,34.88,28,6.18,0,0.00,172,37.97,100.00
2020-2021,District,District,5410,Isaac A. Sheppard School,Network 3,00,22,1,4.55,21,95.45,0,0.00,22,100.00,9,40.91,13,59.09,0,0.00,0,0.00,3,13.64,19,86.36,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5410,Isaac A. Sheppard School,Network 3,01,38,6,15.79,32,84.21,6,15.79,32,84.21,22,57.89,16,42.11,0,0.00,0,0.00,6,15.79,28,73.68,1,2.63,0,0.00,3,7.89,
2020-2021,District,District,5410,Isaac A. Sheppard School,Network 3,02,43,13,30.23,30,69.77,3,6.98,40,93.02,25,58.14,18,41.86,0,0.00,0,0.00,8,18.60,35,81.40,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5410,Isaac A. Sheppard School,Network 3,03,34,8,23.53,26,76.47,7,20.59,27,79.41,17,50.00,17,50.00,0,0.00,0,0.00,7,20.59,26,76.47,1,2.94,0,0.00,0,0.00,
2020-2021,District,District,5410,Isaac A. Sheppard School,Network 3,04,36,10,27.78,26,72.22,10,27.78,26,72.22,23,63.89,13,36.11,0,0.00,0,0.00,6,16.67,28,77.78,1,2.78,0,0.00,1,2.78,
2020-2021,District,District,5410,Isaac A. Sheppard School,Network 3,All Grades,173,38,21.97,135,78.03,26,15.03,147,84.97,96,55.49,77,44.51,0,0.00,0,0.00,30,17.34,136,78.61,3,1.73,0,0.00,4,2.31,100.00
2020-2021,District,District,5420,John Welsh School,Network 5,00,27,3,11.11,24,88.89,0,0.00,27,100.00,13,48.15,14,51.85,0,0.00,0,0.00,6,22.22,21,77.78,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5420,John Welsh School,Network 5,01,24,3,12.50,21,87.50,1,4.17,23,95.83,15,62.50,9,37.50,0,0.00,0,0.00,9,37.50,15,62.50,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5420,John Welsh School,Network 5,02,42,2,4.76,40,95.24,4,9.52,38,90.48,22,52.38,20,47.62,0,0.00,0,0.00,12,28.57,29,69.05,0,0.00,0,0.00,1,2.38,
2020-2021,District,District,5420,John Welsh School,Network 5,03,24,5,20.83,19,79.17,5,20.83,19,79.17,11,45.83,13,54.17,0,0.00,0,0.00,6,25.00,18,75.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5420,John Welsh School,Network 5,04,33,3,9.09,30,90.91,8,24.24,25,75.76,15,45.45,18,54.55,0,0.00,0,0.00,10,30.30,21,63.64,2,6.06,0,0.00,0,0.00,
2020-2021,District,District,5420,John Welsh School,Network 5,05,41,4,9.76,37,90.24,9,21.95,32,78.05,21,51.22,20,48.78,1,2.44,0,0.00,15,36.59,25,60.98,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5420,John Welsh School,Network 5,06,39,8,20.51,31,79.49,13,33.33,26,66.67,20,51.28,19,48.72,0,0.00,0,0.00,12,30.77,23,58.97,3,7.69,0,0.00,1,2.56,
2020-2021,District,District,5420,John Welsh School,Network 5,07,46,6,13.04,40,86.96,11,23.91,35,76.09,26,56.52,20,43.48,0,0.00,0,0.00,14,30.43,29,63.04,1,2.17,0,0.00,2,4.35,
2020-2021,District,District,5420,John Welsh School,Network 5,08,37,7,18.92,30,81.08,6,16.22,31,83.78,21,56.76,16,43.24,0,0.00,1,2.70,13,35.14,21,56.76,2,5.41,0,0.00,0,0.00,
2020-2021,District,District,5420,John Welsh School,Network 5,All Grades,313,41,13.10,272,86.90,57,18.21,256,81.79,164,52.40,149,47.60,1,0.32,1,0.32,97,30.99,202,64.54,8,2.56,0,0.00,4,1.28,100.00
2020-2021,District,District,5430,Alternative Middle Years at James Martin,Network 12,06,127,3,2.36,124,97.64,20,15.75,107,84.25,67,52.76,60,47.24,0,0.00,0,0.00,44,34.65,39,30.71,10,7.87,0,0.00,34,26.77,
2020-2021,District,District,5430,Alternative Middle Years at James Martin,Network 12,07,145,5,3.45,140,96.55,23,15.86,122,84.14,67,46.21,78,53.79,0,0.00,2,1.38,33,22.76,45,31.03,15,10.34,0,0.00,50,34.48,
2020-2021,District,District,5430,Alternative Middle Years at James Martin,Network 12,08,121,4,3.31,117,96.69,27,22.31,94,77.69,57,47.11,64,52.89,0,0.00,1,0.83,28,23.14,33,27.27,13,10.74,0,0.00,46,38.02,
2020-2021,District,District,5430,Alternative Middle Years at James Martin,Network 12,All Grades,393,12,3.05,381,96.95,70,17.81,323,82.19,191,48.60,202,51.40,0,0.00,3,0.76,105,26.72,117,29.77,38,9.67,0,0.00,130,33.08,100.00
2020-2021,District,District,5440,Frances E. Willard School,Network 5,00,66,9,13.64,57,86.36,0,0.00,66,100.00,37,56.06,29,43.94,0,0.00,1,1.52,22,33.33,38,57.58,1,1.52,0,0.00,4,6.06,
2020-2021,District,District,5440,Frances E. Willard School,Network 5,01,132,21,15.91,111,84.09,9,6.82,123,93.18,58,43.94,74,56.06,0,0.00,1,0.76,51,38.64,73,55.30,2,1.52,0,0.00,5,3.79,
2020-2021,District,District,5440,Frances E. Willard School,Network 5,02,142,13,9.15,129,90.85,23,16.20,119,83.80,62,43.66,80,56.34,0,0.00,1,0.70,52,36.62,74,52.11,3,2.11,1,0.70,11,7.75,
2020-2021,District,District,5440,Frances E. Willard School,Network 5,03,130,10,7.69,120,92.31,29,22.31,101,77.69,50,38.46,80,61.54,0,0.00,0,0.00,46,35.38,71,54.62,5,3.85,0,0.00,8,6.15,
2020-2021,District,District,5440,Frances E. Willard School,Network 5,04,133,18,13.53,115,86.47,21,15.79,112,84.21,71,53.38,62,46.62,1,0.75,0,0.00,43,32.33,68,51.13,11,8.27,1,0.75,9,6.77,
2020-2021,District,District,5440,Frances E. Willard School,Network 5,All Grades,603,71,11.77,532,88.23,82,13.60,521,86.40,278,46.10,325,53.90,1,0.17,3,0.50,214,35.49,324,53.73,22,3.65,2,0.33,37,6.14,100.00
2020-2021,District,District,5470,William Cramp School,Network 11,00,65,10,15.38,55,84.62,0,0.00,65,100.00,32,49.23,33,50.77,0,0.00,0,0.00,12,18.46,52,80.00,0,0.00,0,0.00,1,1.54,
2020-2021,District,District,5470,William Cramp School,Network 11,01,73,14,19.18,59,80.82,6,8.22,67,91.78,35,47.95,38,52.05,0,0.00,0,0.00,10,13.70,62,84.93,0,0.00,0,0.00,1,1.37,
2020-2021,District,District,5470,William Cramp School,Network 11,02,64,17,26.56,47,73.44,6,9.38,58,90.63,34,53.13,30,46.88,0,0.00,0,0.00,9,14.06,53,82.81,0,0.00,0,0.00,2,3.13,
2020-2021,District,District,5470,William Cramp School,Network 11,03,77,17,22.08,60,77.92,16,20.78,61,79.22,37,48.05,40,51.95,0,0.00,0,0.00,12,15.58,64,83.12,0,0.00,0,0.00,1,1.30,
2020-2021,District,District,5470,William Cramp School,Network 11,04,79,23,29.11,56,70.89,15,18.99,64,81.01,40,50.63,39,49.37,0,0.00,0,0.00,18,22.78,57,72.15,3,3.80,0,0.00,1,1.27,
2020-2021,District,District,5470,William Cramp School,Network 11,05,88,17,19.32,71,80.68,16,18.18,72,81.82,39,44.32,49,55.68,0,0.00,0,0.00,12,13.64,63,71.59,8,9.09,0,0.00,5,5.68,
2020-2021,District,District,5470,William Cramp School,Network 11,All Grades,446,98,21.97,348,78.03,59,13.23,387,86.77,217,48.65,229,51.35,0,0.00,0,0.00,73,16.37,351,78.70,11,2.47,0,0.00,11,2.47,100.00
2020-2021,District,District,5480,General Philip Kearny School,Network 3,00,19,1,5.26,18,94.74,0,0.00,19,100.00,9,47.37,10,52.63,0,0.00,0,0.00,14,73.68,5,26.32,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5480,General Philip Kearny School,Network 3,01,35,0,0.00,35,100.00,4,11.43,31,88.57,12,34.29,23,65.71,0,0.00,0,0.00,31,88.57,2,5.71,1,2.86,0,0.00,1,2.86,
2020-2021,District,District,5480,General Philip Kearny School,Network 3,02,32,0,0.00,32,100.00,11,34.38,21,65.63,16,50.00,16,50.00,0,0.00,0,0.00,29,90.63,3,9.38,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5480,General Philip Kearny School,Network 3,03,37,0,0.00,37,100.00,12,32.43,25,67.57,15,40.54,22,59.46,0,0.00,0,0.00,30,81.08,2,5.41,5,13.51,0,0.00,0,0.00,
2020-2021,District,District,5480,General Philip Kearny School,Network 3,04,31,1,3.23,30,96.77,9,29.03,22,70.97,17,54.84,14,45.16,0,0.00,0,0.00,24,77.42,3,9.68,3,9.68,0,0.00,1,3.23,
2020-2021,District,District,5480,General Philip Kearny School,Network 3,05,35,0,0.00,35,100.00,13,37.14,22,62.86,17,48.57,18,51.43,0,0.00,0,0.00,31,88.57,1,2.86,2,5.71,0,0.00,1,2.86,
