SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2020-2021,District,District,4480,Overbrook Educational Center,Network 2,08,32,1,3.13,31,96.88,8,25.00,24,75.00,12,37.50,20,62.50,0,0.00,0,0.00,26,81.25,1,3.13,3,9.38,0,0.00,2,6.25,
2020-2021,District,District,4480,Overbrook Educational Center,Network 2,All Grades,289,3,1.04,286,98.96,80,27.68,209,72.32,149,51.56,140,48.44,0,0.00,2,0.69,252,87.20,6,2.08,23,7.96,0,0.00,6,2.08,100.00
2020-2021,District,District,4530,Edward Gideon School,Network 11,00,13,0,0.00,13,100.00,0,0.00,13,100.00,5,38.46,8,61.54,0,0.00,0,0.00,12,92.31,0,0.00,1,7.69,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,01,26,0,0.00,26,100.00,1,3.85,25,96.15,14,53.85,12,46.15,0,0.00,0,0.00,26,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,02,20,0,0.00,20,100.00,7,35.00,13,65.00,9,45.00,11,55.00,0,0.00,0,0.00,18,90.00,2,10.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,03,29,0,0.00,29,100.00,8,27.59,21,72.41,19,65.52,10,34.48,0,0.00,0,0.00,29,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,04,24,2,8.33,22,91.67,6,25.00,18,75.00,10,41.67,14,58.33,0,0.00,0,0.00,22,91.67,2,8.33,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,05,32,0,0.00,32,100.00,13,40.63,19,59.38,12,37.50,20,62.50,0,0.00,0,0.00,30,93.75,2,6.25,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,06,26,0,0.00,26,100.00,4,15.38,22,84.62,14,53.85,12,46.15,0,0.00,0,0.00,26,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,07,21,0,0.00,21,100.00,6,28.57,15,71.43,12,57.14,9,42.86,0,0.00,0,0.00,18,85.71,2,9.52,1,4.76,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,08,16,0,0.00,16,100.00,0,0.00,16,100.00,7,43.75,9,56.25,1,6.25,0,0.00,15,93.75,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4530,Edward Gideon School,Network 11,All Grades,207,2,0.97,205,99.03,45,21.74,162,78.26,102,49.28,105,50.72,1,0.48,0,0.00,196,94.69,8,3.86,2,0.97,0,0.00,0,0.00,100.00
2020-2021,District,District,4560,William D. Kelley School,Network 11,00,18,0,0.00,18,100.00,0,0.00,18,100.00,7,38.89,11,61.11,1,5.56,0,0.00,16,88.89,1,5.56,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,01,34,1,2.94,33,97.06,2,5.88,32,94.12,9,26.47,25,73.53,0,0.00,0,0.00,31,91.18,2,5.88,0,0.00,0,0.00,1,2.94,
2020-2021,District,District,4560,William D. Kelley School,Network 11,02,47,0,0.00,47,100.00,7,14.89,40,85.11,19,40.43,28,59.57,0,0.00,0,0.00,46,97.87,1,2.13,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,03,33,0,0.00,33,100.00,4,12.12,29,87.88,18,54.55,15,45.45,0,0.00,0,0.00,32,96.97,1,3.03,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,04,25,0,0.00,25,100.00,3,12.00,22,88.00,16,64.00,9,36.00,0,0.00,0,0.00,25,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,05,35,0,0.00,35,100.00,8,22.86,27,77.14,20,57.14,15,42.86,0,0.00,0,0.00,34,97.14,1,2.86,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,06,38,0,0.00,38,100.00,10,26.32,28,73.68,18,47.37,20,52.63,0,0.00,0,0.00,36,94.74,0,0.00,0,0.00,0,0.00,2,5.26,
2020-2021,District,District,4560,William D. Kelley School,Network 11,07,30,0,0.00,30,100.00,3,10.00,27,90.00,17,56.67,13,43.33,0,0.00,0,0.00,29,96.67,1,3.33,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,08,35,0,0.00,35,100.00,18,51.43,17,48.57,14,40.00,21,60.00,0,0.00,0,0.00,28,80.00,6,17.14,1,2.86,0,0.00,0,0.00,
2020-2021,District,District,4560,William D. Kelley School,Network 11,All Grades,295,1,0.34,294,99.66,55,18.64,240,81.36,138,46.78,157,53.22,1,0.34,0,0.00,277,93.90,13,4.41,1,0.34,0,0.00,3,1.02,100.00
2020-2021,District,District,4570,General George G. Meade School,Network 3,00,27,0,0.00,27,100.00,0,0.00,27,100.00,14,51.85,13,48.15,0,0.00,0,0.00,26,96.30,1,3.70,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,01,34,1,2.94,33,97.06,1,2.94,33,97.06,14,41.18,20,58.82,0,0.00,1,2.94,31,91.18,1,2.94,1,2.94,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,02,39,0,0.00,39,100.00,2,5.13,37,94.87,15,38.46,24,61.54,0,0.00,0,0.00,38,97.44,1,2.56,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,03,31,1,3.23,30,96.77,1,3.23,30,96.77,15,48.39,16,51.61,0,0.00,1,3.23,29,93.55,1,3.23,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,04,49,0,0.00,49,100.00,14,28.57,35,71.43,20,40.82,29,59.18,0,0.00,1,2.04,48,97.96,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,05,38,0,0.00,38,100.00,13,34.21,25,65.79,14,36.84,24,63.16,0,0.00,0,0.00,33,86.84,1,2.63,3,7.89,0,0.00,1,2.63,
2020-2021,District,District,4570,General George G. Meade School,Network 3,06,31,0,0.00,31,100.00,8,25.81,23,74.19,14,45.16,17,54.84,0,0.00,0,0.00,31,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,07,42,0,0.00,42,100.00,14,33.33,28,66.67,18,42.86,24,57.14,0,0.00,0,0.00,41,97.62,0,0.00,1,2.38,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,08,33,0,0.00,33,100.00,9,27.27,24,72.73,18,54.55,15,45.45,0,0.00,0,0.00,32,96.97,0,0.00,1,3.03,0,0.00,0,0.00,
2020-2021,District,District,4570,General George G. Meade School,Network 3,All Grades,324,2,0.62,322,99.38,62,19.14,262,80.86,142,43.83,182,56.17,0,0.00,3,0.93,309,95.37,5,1.54,6,1.85,0,0.00,1,0.31,100.00
2020-2021,District,District,5020,Thomas A. Edison High School,Network 13,09,327,86,26.30,241,73.70,132,40.37,195,59.63,134,40.98,193,59.02,0,0.00,2,0.61,108,33.03,209,63.91,2,0.61,0,0.00,6,1.83,
2020-2021,District,District,5020,Thomas A. Edison High School,Network 13,10,316,79,25.00,237,75.00,110,34.81,206,65.19,137,43.35,179,56.65,0,0.00,2,0.63,102,32.28,204,64.56,3,0.95,0,0.00,5,1.58,
2020-2021,District,District,5020,Thomas A. Edison High School,Network 13,11,236,63,26.69,173,73.31,88,37.29,148,62.71,96,40.68,140,59.32,0,0.00,1,0.42,85,36.02,143,60.59,3,1.27,0,0.00,4,1.69,
2020-2021,District,District,5020,Thomas A. Edison High School,Network 13,12,235,63,26.81,172,73.19,80,34.04,155,65.96,96,40.85,139,59.15,0,0.00,1,0.43,73,31.06,156,66.38,0,0.00,0,0.00,5,2.13,
2020-2021,District,District,5020,Thomas A. Edison High School,Network 13,All Grades,1114,291,26.12,823,73.88,410,36.80,704,63.20,463,41.56,651,58.44,0,0.00,6,0.54,368,33.03,712,63.91,8,0.72,0,0.00,20,1.80,100.00
2020-2021,District,District,5050,Philadelphia Military Academy,Innovation,09,115,10,8.70,105,91.30,22,19.13,93,80.87,49,42.61,66,57.39,0,0.00,3,2.61,66,57.39,39,33.91,3,2.61,0,0.00,4,3.48,
2020-2021,District,District,5050,Philadelphia Military Academy,Innovation,10,103,13,12.62,90,87.38,18,17.48,85,82.52,53,51.46,50,48.54,0,0.00,2,1.94,62,60.19,31,30.10,4,3.88,0,0.00,4,3.88,
2020-2021,District,District,5050,Philadelphia Military Academy,Innovation,11,72,8,11.11,64,88.89,11,15.28,61,84.72,27,37.50,45,62.50,0,0.00,0,0.00,39,54.17,25,34.72,4,5.56,0,0.00,4,5.56,
2020-2021,District,District,5050,Philadelphia Military Academy,Innovation,12,83,9,10.84,74,89.16,13,15.66,70,84.34,38,45.78,45,54.22,0,0.00,1,1.20,50,60.24,30,36.14,2,2.41,0,0.00,0,0.00,
2020-2021,District,District,5050,Philadelphia Military Academy,Innovation,All Grades,373,40,10.72,333,89.28,64,17.16,309,82.84,167,44.77,206,55.23,0,0.00,6,1.61,217,58.18,125,33.51,13,3.49,0,0.00,12,3.22,100.00
2020-2021,District,District,5060,Jules E. Mastbaum Area Vocational Technical High School,Network 4,09,224,38,16.96,186,83.04,57,25.45,167,74.55,96,42.86,128,57.14,0,0.00,5,2.23,102,45.54,96,42.86,9,4.02,0,0.00,12,5.36,
2020-2021,District,District,5060,Jules E. Mastbaum Area Vocational Technical High School,Network 4,10,181,28,15.47,153,84.53,42,23.20,139,76.80,64,35.36,117,64.64,0,0.00,1,0.55,77,42.54,88,48.62,7,3.87,0,0.00,8,4.42,
2020-2021,District,District,5060,Jules E. Mastbaum Area Vocational Technical High School,Network 4,11,124,15,12.10,109,87.90,27,21.77,97,78.23,55,44.35,69,55.65,0,0.00,1,0.81,57,45.97,57,45.97,2,1.61,0,0.00,7,5.65,
2020-2021,District,District,5060,Jules E. Mastbaum Area Vocational Technical High School,Network 4,12,130,14,10.77,116,89.23,18,13.85,112,86.15,65,50.00,65,50.00,1,0.77,3,2.31,55,42.31,58,44.62,4,3.08,0,0.00,9,6.92,
2020-2021,District,District,5060,Jules E. Mastbaum Area Vocational Technical High School,Network 4,All Grades,659,95,14.42,564,85.58,144,21.85,515,78.15,280,42.49,379,57.51,1,0.15,10,1.52,291,44.16,299,45.37,22,3.34,0,0.00,36,5.46,100.00
2020-2021,District,District,5070,Parkway Northwest High School,Network 4,09,77,2,2.60,75,97.40,12,15.58,65,84.42,44,57.14,33,42.86,0,0.00,0,0.00,67,87.01,5,6.49,2,2.60,0,0.00,3,3.90,
2020-2021,District,District,5070,Parkway Northwest High School,Network 4,10,70,2,2.86,68,97.14,9,12.86,61,87.14,43,61.43,27,38.57,0,0.00,0,0.00,59,84.29,4,5.71,6,8.57,0,0.00,1,1.43,
2020-2021,District,District,5070,Parkway Northwest High School,Network 4,11,59,1,1.69,58,98.31,6,10.17,53,89.83,29,49.15,30,50.85,0,0.00,0,0.00,54,91.53,2,3.39,2,3.39,0,0.00,1,1.69,
2020-2021,District,District,5070,Parkway Northwest High School,Network 4,12,61,1,1.64,60,98.36,6,9.84,55,90.16,27,44.26,34,55.74,0,0.00,0,0.00,58,95.08,3,4.92,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,5070,Parkway Northwest High School,Network 4,All Grades,267,6,2.25,261,97.75,33,12.36,234,87.64,143,53.56,124,46.44,0,0.00,0,0.00,238,89.14,14,5.24,10,3.75,0,0.00,5,1.87,99.48
2020-2021,District,District,5080,Parkway Center City Middle College High School,Network 1,09,132,6,4.55,126,95.45,2,1.52,130,98.48,80,60.61,52,39.39,0,0.00,13,9.85,84,63.64,26,19.70,6,4.55,0,0.00,3,2.27,
2020-2021,District,District,5080,Parkway Center City Middle College High School,Network 1,10,126,0,0.00,126,100.00,3,2.38,123,97.62,83,65.87,43,34.13,0,0.00,8,6.35,94,74.60,19,15.08,4,3.17,0,0.00,1,0.79,
2020-2021,District,District,5080,Parkway Center City Middle College High School,Network 1,11,136,2,1.47,134,98.53,3,2.21,133,97.79,95,69.85,41,30.15,0,0.00,10,7.35,94,69.12,24,17.65,5,3.68,0,0.00,3,2.21,
2020-2021,District,District,5080,Parkway Center City Middle College High School,Network 1,12,98,1,1.02,97,98.98,3,3.06,95,96.94,66,67.35,32,32.65,0,0.00,4,4.08,72,73.47,15,15.31,4,4.08,0,0.00,3,3.06,
2020-2021,District,District,5080,Parkway Center City Middle College High School,Network 1,All Grades,492,9,1.83,483,98.17,11,2.24,481,97.76,324,65.85,168,34.15,0,0.00,35,7.11,344,69.92,84,17.07,19,3.86,0,0.00,10,2.03,83.90
2020-2021,District,District,5090,Parkway West High School,Network 13,09,66,7,10.61,59,89.39,11,16.67,55,83.33,36,54.55,30,45.45,0,0.00,1,1.52,60,90.91,3,4.55,2,3.03,0,0.00,0,0.00,
2020-2021,District,District,5090,Parkway West High School,Network 13,10,81,1,1.23,80,98.77,6,7.41,75,92.59,49,60.49,32,39.51,0,0.00,1,1.23,74,91.36,3,3.70,2,2.47,0,0.00,1,1.23,
2020-2021,District,District,5090,Parkway West High School,Network 13,11,75,2,2.67,73,97.33,5,6.67,70,93.33,49,65.33,26,34.67,1,1.33,0,0.00,72,96.00,0,0.00,2,2.67,0,0.00,0,0.00,
2020-2021,District,District,5090,Parkway West High School,Network 13,12,98,1,1.02,97,98.98,21,21.43,77,78.57,58,59.18,40,40.82,0,0.00,0,0.00,94,95.92,1,1.02,2,2.04,0,0.00,1,1.02,
2020-2021,District,District,5090,Parkway West High School,Network 13,All Grades,320,11,3.44,309,96.56,43,13.44,277,86.56,192,60.00,128,40.00,1,0.31,2,0.63,300,93.75,7,2.19,8,2.50,0,0.00,2,0.63,100.00
2020-2021,District,District,5150,William W. Bodine High School,Network 1,09,187,19,10.16,168,89.84,8,4.28,179,95.72,120,64.17,67,35.83,0,0.00,27,14.44,83,44.39,46,24.60,14,7.49,0,0.00,17,9.09,
2020-2021,District,District,5150,William W. Bodine High School,Network 1,10,184,4,2.17,180,97.83,13,7.07,171,92.93,107,58.15,77,41.85,0,0.00,19,10.33,95,51.63,45,24.46,11,5.98,1,0.54,13,7.07,
2020-2021,District,District,5150,William W. Bodine High School,Network 1,11,129,5,3.88,124,96.12,6,4.65,123,95.35,74,57.36,55,42.64,0,0.00,15,11.63,68,52.71,24,18.60,7,5.43,0,0.00,15,11.63,
2020-2021,District,District,5150,William W. Bodine High School,Network 1,12,128,0,0.00,128,100.00,6,4.69,122,95.31,69,53.91,59,46.09,0,0.00,16,12.50,71,55.47,25,19.53,7,5.47,0,0.00,9,7.03,
2020-2021,District,District,5150,William W. Bodine High School,Network 1,All Grades,628,28,4.46,600,95.54,33,5.25,595,94.75,370,58.92,258,41.08,0,0.00,77,12.26,317,50.48,140,22.29,39,6.21,1,0.16,54,8.60,100.00
2020-2021,District,District,5160,Penn Treaty High School,Innovation,06,40,5,12.50,35,87.50,18,45.00,22,55.00,18,45.00,22,55.00,0,0.00,0,0.00,9,22.50,16,40.00,2,5.00,0,0.00,13,32.50,
2020-2021,District,District,5160,Penn Treaty High School,Innovation,07,56,2,3.57,54,96.43,19,33.93,37,66.07,24,42.86,32,57.14,0,0.00,1,1.79,14,25.00,20,35.71,3,5.36,0,0.00,18,32.14,
2020-2021,District,District,5160,Penn Treaty High School,Innovation,08,52,5,9.62,47,90.38,23,44.23,29,55.77,23,44.23,29,55.77,1,1.92,0,0.00,18,34.62,15,28.85,6,11.54,0,0.00,12,23.08,
2020-2021,District,District,5160,Penn Treaty High School,Innovation,09,98,7,7.14,91,92.86,40,40.82,58,59.18,34,34.69,64,65.31,0,0.00,1,1.02,23,23.47,34,34.69,13,13.27,0,0.00,27,27.55,
2020-2021,District,District,5160,Penn Treaty High School,Innovation,10,85,7,8.24,78,91.76,34,40.00,51,60.00,33,38.82,52,61.18,0,0.00,1,1.18,29,34.12,27,31.76,3,3.53,0,0.00,25,29.41,
2020-2021,District,District,5160,Penn Treaty High School,Innovation,11,70,6,8.57,64,91.43,31,44.29,39,55.71,25,35.71,45,64.29,0,0.00,0,0.00,39,55.71,16,22.86,5,7.14,0,0.00,10,14.29,
