"placekey","parent_placekey","location_name","brands","latitude","longitude","street_address","city","region","postal_code","iso_country_code","polygon_wkt","polygon_class","includes_parking_lot","is_synthetic","building_height","enclosed"
22v-222@628-pmd-v4v,,Martial Posture,,39.950825,-75.177984,2210 Walnut St,Philadelphia,PA,19103,US,"POLYGON ((-75.17794708099996 39.95070186300006, -75.17800727799994 39.95070967300006, -75.17801363699994 39.950681684000074, -75.17804001299999 39.95068510600004, -75.17797564099999 39.95096969200006, -75.17788781099995 39.95095829700006, -75.17791252799998 39.95085993400005, -75.17794708099996 39.95070186300006))",SHARED_POLYGON,false,false,,false
zzw-222@628-pm6-hqz,,Free Library of Philadelphia Whitman Branch,,39.921623,-75.15033,200 Snyder Ave,Philadelphia,PA,19148,US,"POLYGON ((-75.15013298199995 39.92167313600004, -75.15016547199997 39.92150931500004, -75.15014689899994 39.921507209000026, -75.15015525399997 39.921465083000044, -75.15053909199997 39.921508595000034, -75.15049824899995 39.921714543000064, -75.15013298199995 39.92167313600004))",OWNED_POLYGON,false,false,,false
zzw-222@628-pg4-28v,,Building Futures Family Center,,40.032541,-75.169197,5305 Germantown Ave # 15,Philadelphia,PA,19144,US,"POLYGON ((-75.16914032995845 40.03272317328348, -75.16905149624338 40.03258248448116, -75.16920802199996 40.03243618000005, -75.16935446599996 40.03252302000004, -75.16914032995845 40.03272317328348))",OWNED_POLYGON,false,false,,false
227-222@628-phq-2hq,,Professional Nurses Service Training Center,,40.059476,-75.165777,6334 Stenton Ave,Philadelphia,PA,19138,US,"POLYGON ((-75.16573096822536 40.05956765408043, -75.16567665349281 40.05953378125918, -75.16582149277961 40.05938751206497, -75.16587781916893 40.059418305605654, -75.16573096822536 40.05956765408043))",OWNED_POLYGON,false,false,,false
zzw-222@628-pg3-ct9,,Emlen Eleanor C Sch,,40.054145,-75.178269,6501 Chew Ave,Philadelphia,PA,19119,US,"POLYGON ((-75.17796608499998 40.05456497600005, -75.17819218599993 40.05432491300007, -75.17822833299994 40.05434430400004, -75.17828999599999 40.05427883200008, -75.17831168399994 40.054290467000044, -75.17837334799998 40.05422499400004, -75.17829382399998 40.05418233600005, -75.17820646799998 40.054275087000065, -75.17793898099995 40.054131598000026, -75.17804175399993 40.054022478000036, -75.17798391899998 40.05399145300004, -75.17789656199994 40.05408420500004, -75.17778812199998 40.05402603400006, -75.17800394399995 40.053796883000075, -75.17810515499997 40.05385117600008, -75.17807946099998 40.053878456000064, -75.17859997699998 40.054157678000024, -75.17813236199999 40.05465417200003, -75.17796608499998 40.05456497600005))",OWNED_POLYGON,false,false,,false
zzw-222@628-p9k-yn5,,Asian World of Martial Arts,,40.096368,-75.00463,11601 Caroline Rd,Philadelphia,PA,19154,US,"POLYGON ((-75.00394596499996 40.096683367000026, -75.00383465999994 40.096587826000075, -75.00388132799998 40.09655689600004, -75.00374073299997 40.09643621400005, -75.00436073099996 40.09602528500005, -75.00458333999995 40.09621636500003, -75.00460334099995 40.096203109000044, -75.00465020599995 40.09624333600004, -75.00473020399994 40.09619031300008, -75.00508169599993 40.09649201800005, -75.00489502999994 40.09661574000006, -75.00491260399997 40.096630825000034, -75.00478593799994 40.096714778000035, -75.00476836299998 40.09669969300006, -75.00459503099995 40.09681457700003, -75.00451887399998 40.09674920800006, -75.00428553999996 40.096903859000065, -75.00399263299994 40.096652437000046, -75.00394596499996 40.096683367000026))",OWNED_POLYGON,false,false,,false
zzy-222@628-p7v-zcq,,Tacony Academy Charter School,,40.066712,-75.066484,1300 Rhawn St,Philadelphia,PA,19111,US,"POLYGON ((-75.06582636799999 40.06706530200006, -75.06618461699998 40.06674162400003, -75.06608929299995 40.066681551000045, -75.06614615699993 40.06663017400007, -75.06603040699997 40.06655723000006, -75.06624080599994 40.06636713300003, -75.06630208499996 40.06640575000006, -75.06641012799997 40.066308133000064, -75.06692079399994 40.066629944000056, -75.06586879399998 40.06758043100007, -75.06529684499998 40.06721999800004, -75.06530821799998 40.067209723000076, -75.06522651199998 40.067158232000054, -75.06546534699999 40.06694244800008, -75.06575131899996 40.06712266400007, -75.06577975199997 40.06709697600007, -75.06575251699996 40.06707981200003, -75.06579232299998 40.067043848000026, -75.06582636799999 40.06706530200006))",OWNED_POLYGON,false,false,,false
zzw-222@628-pj8-nbk,,The Philadelphia Cs For Arts And Science,,40.024779,-75.08664,1197 Haworth St,Philadelphia,PA,19124,US,"POLYGON ((-75.08710999399995 40.025410039000064, -75.08628869099994 40.024953896000056, -75.08636749599998 40.02487301700006, -75.08632464599998 40.02484921800004, -75.08647700299997 40.024692851000054, -75.08650556899994 40.02470871700007, -75.08659488099994 40.02461705500008, -75.08740903999995 40.02506922900005, -75.08735124999998 40.02512854100007, -75.08737267499998 40.02514044000003, -75.08710999399995 40.025410039000064), (-75.08681459399997 40.02510886700003, -75.08684086199997 40.02508190700007, -75.08691227899999 40.02512157100006, -75.08703003699998 40.02510802900008, -75.08702153899998 40.025065916000074, -75.08704013299996 40.02506377800006, -75.08704862899998 40.02510589100007, -75.08706722199997 40.025103752000064, -75.08705306099995 40.02503356400007, -75.08693879299994 40.024970101000065, -75.08695455399999 40.024953925000034, -75.08687599399997 40.02491029400005, -75.08672889299999 40.02506126900005, -75.08681459399997 40.02510886700003))",OWNED_POLYGON,false,false,,false
zzw-222@628-pjk-p5f,,Wissahickon Environmental Education Center,,40.081179,-75.233858,300 W Northwestern Ave,Philadelphia,PA,19118,US,"POLYGON ((-75.234041418565 40.08125856625566, -75.23381745411226 40.08130371561067, -75.23376380993196 40.081125170259185, -75.23398911548921 40.08107899466106, -75.234041418565 40.08125856625566))",OWNED_POLYGON,false,false,,false
22t-223@628-p8j-89z,,Good Shepherd Lutheran School,,40.03535,-75.040137,7234 Erdrick St,Philadelphia,PA,19135,US,"POLYGON ((-75.04064217648346 40.03529370807026, -75.03986515433576 40.035690462254045, -75.03963448436048 40.035407062526254, -75.04040614209015 40.035000038505785, -75.04064217648346 40.03529370807026))",OWNED_POLYGON,true,false,,false
zzw-222@628-pj4-xwk,,Temple University Health Sciences Ctr,,40.007181,-75.152088,3500 N Broad St,Philadelphia,PA,19140,US,"POLYGON ((-75.15240466068856 40.007709646608376, -75.15170326303117 40.00762952264861, -75.15200017019428 40.006231427544755, -75.15273241325535 40.00633826165818, -75.15240466068856 40.007709646608376))",OWNED_POLYGON,true,false,,false
22g-222@628-pgd-t5f,,Mcmichael Morton Sch,,39.966571,-75.194399,3543 Fairmount Ave,Philadelphia,PA,19104,US,"POLYGON ((-75.19428887499998 39.96654218200007, -75.19422045399995 39.96619098800005, -75.19442496299996 39.96616824200004, -75.19443226199996 39.966205702000025, -75.19487226699994 39.96615676000005, -75.19491514599997 39.966376842000045, -75.19489035799995 39.96637959800006, -75.19500622199996 39.96697428700003, -75.19444226499996 39.96703701500007, -75.19446142399994 39.967135349000046, -75.19380450499995 39.96720841500007, -75.19376253999997 39.96699301600006, -75.19385767199998 39.966896322000025, -75.19384033899996 39.966807353000036, -75.19407583699996 39.96678116000004, -75.19404938099996 39.96664536500003, -75.19408036799996 39.96664191800005, -75.19407580699993 39.96661850600003, -75.19426792299998 39.966597137000065, -75.19425788799998 39.96654562800006, -75.19428887499998 39.96654218200007), (-75.19466489599995 39.96645730200004, -75.19451616099997 39.96647384500005, -75.19454444199994 39.96661900500004, -75.19469317699998 39.966602462000026, -75.19466489599995 39.96645730200004), (-75.19476213499996 39.966891403000034, -75.19472837899997 39.96671814700005, -75.19456724899999 39.966736070000024, -75.19460100499998 39.966909325000074, -75.19476213499996 39.966891403000034))",OWNED_POLYGON,false,false,,false
222-222@63s-dvv-tjv,,Catharine Joseph Sch,,39.927533,-75.239548,6600 Chester Ave,Philadelphia,PA,19142,US,"POLYGON ((-75.23914985199997 39.927434367000046, -75.23932207699994 39.92730903300003, -75.23956155199994 39.92749709900005, -75.23981031999995 39.92731606000007, -75.23998225099996 39.92745108100007, -75.23951022599994 39.927794591000065, -75.23922776899997 39.92757276900005, -75.23925328399997 39.92755420100008, -75.23919802099994 39.92751080100004, -75.23922353599994 39.927492233000066, -75.23914985199997 39.927434367000046))",OWNED_POLYGON,false,false,,false
227-222@63s-dvy-789,,Hickman Temple Daycare & Learning Center,,39.94822,-75.223665,5001 Baltimore Ave,Philadelphia,PA,19143,US,"POLYGON ((-75.22386365697662 39.948527081951426, -75.22335135505477 39.948468922695, -75.22345596120635 39.948032726695665, -75.22380196616928 39.948031272704355, -75.22380867169181 39.94829153665751, -75.22389852569381 39.94831480042634, -75.22386365697662 39.948527081951426))",OWNED_POLYGON,true,false,,false
22w-222@628-ph6-8vz,,Cassidy Lewis C Ac Plus Sch,,39.975371,-75.250601,6523 Lansdowne Ave,Philadelphia,PA,19151,US,"POLYGON ((-75.25051547899994 39.97548182500003, -75.25044268299996 39.975045099000056, -75.25051105599994 39.97503859400007, -75.25050635899998 39.97501041900006, -75.25085443999996 39.97497730200007, -75.25085913599997 39.975005477000025, -75.25095858799995 39.974996014000055, -75.25103138799994 39.97543274000003, -75.25091328799994 39.975443976000065, -75.25089841499994 39.97535475300003, -75.25084868999994 39.97535948500007, -75.25083303399998 39.97526556500003, -75.25075844499997 39.975272661000076, -75.25076940399998 39.97533840600005, -75.25070102999996 39.97534491000005, -75.25070964099996 39.97539656600003, -75.25067856199996 39.97539952300008, -75.25068952099997 39.97546526700006, -75.25051547899994 39.97548182500003))",OWNED_POLYGON,false,false,,false
22z-222@628-pgb-2hq,,Golf Science Center,,39.956498,-75.160265,211 N 13th St Ste 302,Philadelphia,PA,19107,US,"POLYGON ((-75.16042995999999 39.95635062900004, -75.16035798299998 39.95670620200008, -75.16009795299993 39.95667614300004, -75.16009037599997 39.95671357200007, -75.16000988999997 39.95670426800007, -75.15998905399994 39.956807197000046, -75.16002620199998 39.95681149200004, -75.15997979499997 39.95704074300005, -75.15964546699996 39.957002094000075, -75.15974491499998 39.95651084200006, -75.15978825299999 39.95651585200005, -75.15979488199997 39.95648310100006, -75.15998061799996 39.956504573000075, -75.15999861199998 39.95641567900003, -75.15994908299996 39.95640995300005, -75.15997181299997 39.95629766700006, -75.16042995999999 39.95635062900004))",SHARED_POLYGON,false,false,,false
23y-222@628-pgj-7t9,,Al Mosheh Shule Of Positive Ed,,39.984924,-75.165675,1931 Page St,Philadelphia,PA,19121,US,"POLYGON ((-75.16566057399996 39.984860971000046, -75.16571384499997 39.98486837400003, -75.16568997899998 39.98498654000008, -75.16563682099996 39.98497976800007, -75.16566057399996 39.984860971000046))",OWNED_POLYGON,false,false,,false
22d-222@63s-dvx-d35,,Middle Years Alternative,,39.964689,-75.215897,4725 Fairmount Ave,Philadelphia,PA,19139,US,"POLYGON ((-75.21564842199996 39.965129156000046, -75.21564373899997 39.965100979000056, -75.21556915799994 39.96510805500003, -75.21544195899997 39.96434257900006, -75.21610075899997 39.96428007600008, -75.21615382599998 39.964599415000066, -75.21619111699994 39.96459587700008, -75.21621764999998 39.96475554700004, -75.21617414399998 39.96475967400005, -75.21622643099994 39.96507431800006, -75.21564842199996 39.965129156000046))",SHARED_POLYGON,false,false,,false
222-222@628-phz-89z,,Olney Charter High School,,40.028226,-75.124347,100 W Duncannon Ave,Philadelphia,PA,19120,US,"POLYGON ((-75.12413465399999 40.027757732000055, -75.12480245499995 40.02784246900006, -75.12476532499994 40.02802525900006, -75.12474673499997 40.028023106000035, -75.12470016899994 40.02825235300003, -75.12439031699995 40.02821647900004, -75.12437606299994 40.028286656000034, -75.12453098799995 40.02830459300003, -75.12443214999996 40.02879115700006, -75.12445074199996 40.02879330900004, -75.12442318199999 40.02892898500005, -75.12439839399997 40.02892611500005, -75.12437843599997 40.029024363000076, -75.12434125299995 40.02902005900006, -75.12433745099997 40.029038772000035, -75.12415773599997 40.029017966000026, -75.12416058799994 40.029003930000044, -75.12380115699995 40.02896231600005, -75.12381066099994 40.02891553000006, -75.12377967599997 40.028911943000026, -75.12376256799996 40.02899615600006, -75.12358904999996 40.02897606500005, -75.12359570299998 40.02894331600004, -75.12321768199996 40.02889954600005, -75.12322243399996 40.028876154000045, -75.12314806899997 40.02886754300005, -75.12320699599996 40.028577477000056, -75.12317601099994 40.028573890000075, -75.12323969099998 40.028260431000035, -75.12339461499994 40.028278370000066, -75.12340126899994 40.028245620000064, -75.12343225399997 40.028249208000034, -75.12344650999995 40.028179031000036, -75.12430789499996 40.02827876400005, -75.12431359699997 40.028250693000075, -75.12436317299995 40.028256433000024, -75.12436602399998 40.02824239700004, -75.12430405499998 40.028235223000024, -75.12431165699996 40.02819779500004, -75.12408236799996 40.028171248000035, -75.12411087799995 40.02803089300005, -75.12407989299999 40.02802730600007, -75.12413465399999 40.027757732000055))",OWNED_POLYGON,false,false,,false
23x-222@628-pmf-sqz,,Berlitz Language Center,,39.949502,-75.168119,1608 Walnut St Ste 1701,Philadelphia,PA,19103,US,"POLYGON ((-75.16828613036036 39.949536605060004, -75.16798876852884 39.94948704475487, -75.16800487199998 39.949413924000055, -75.16801941699998 39.94941630200003, -75.16804413299997 39.94932996600005, -75.16832739699998 39.94936491000004, -75.16830059699998 39.94948607100008, -75.16828613036036 39.949536605060004))",SHARED_POLYGON,false,false,,false
zzw-222@628-pmd-ty9,,The Philadelphia School,,39.946877,-75.182259,2501 Lombard St,Philadelphia,PA,19146,US,"POLYGON ((-75.18247413496226 39.94710032122052, -75.18211337784976 39.947059195563305, -75.18208655575961 39.947187713160005, -75.18161046365947 39.947131165447196, -75.18169495324344 39.946750752346176, -75.18253180245608 39.94686487649858, -75.18247413496226 39.94710032122052))",OWNED_POLYGON,true,false,,false
223-222@628-pj4-bff,,Logan James Sch,,40.030878,-75.15219,1700 Lindley Ave,Philadelphia,PA,19141,US,"POLYGON ((-75.15186580299996 40.030912544000046, -75.15210739099996 40.03094103300003, -75.15216351199996 40.03066979600004, -75.15229979199995 40.030685867000045, -75.15220980699996 40.03112077900005, -75.15211688799997 40.031109823000065, -75.15211204999997 40.03113320500006, -75.15174656899995 40.03109010700007, -75.15175334199995 40.03105737200008, -75.15167900699998 40.03104860600007, -75.15176899499994 40.03061369300008, -75.15190527599998 40.030629763000036, -75.15188979399994 40.03070458700006, -75.15193315599998 40.030709701000035, -75.15191380299996 40.03080323000006, -75.15187663699999 40.03079884700003, -75.15186986299994 40.030831583000065, -75.15193800299994 40.03083961800007, -75.15192929499995 40.03088170600006, -75.15187354399995 40.03087513200006, -75.15186580299996 40.030912544000046))",OWNED_POLYGON,false,false,,false
236-223@628-pm9-w6k,zzy-227@628-pm9-w6k,Othmer Library of Chemical History,,39.948971,-75.146547,315 Chestnut St,Philadelphia,PA,19106,US,"POLYGON ((-75.14679879799996 39.949318539000046, -75.14651445199996 39.94928360800003, -75.14650741699995 39.94931630900004, -75.14647032899995 39.949311753000075, -75.14646429999993 39.94933978300003, -75.14629121899998 39.94931852000008, -75.14635954699997 39.94900084600005, -75.14619264899994 39.94898034200003, -75.1462428899999 39.94874675700004, -75.14642214999998 39.948768779000034, -75.14641511699995 39.94880148100003, -75.14648929399993 39.948810595000054, -75.14649632699997 39.948777893000056, -75.14657668599995 39.94878776400003, -75.14657969999996 39.948773749000054, -75.14676514199994 39.94879653100003, -75.14671590799998 39.94902544400003, -75.14676535899997 39.94903151900007, -75.14680956899997 39.94882596400004, -75.14746479899998 39.94890645600003, -75.14736733799998 39.949359611000034, -75.14734879399998 39.94935733300008, -75.14725836599996 39.94977778600003, -75.14715946199993 39.94976563600005, -75.14715443799997 39.94978899500006, -75.14727188599994 39.94980342300005, -75.14718447199994 39.95020986000003, -75.14673940199998 39.95015518500003, -75.14682681899995 39.94974874800005, -75.14688245299999 39.94975558200008, -75.14688848099996 39.94972755200007, -75.14677721499999 39.94971388400006, -75.14676817099996 39.94975592800006, -75.14671253799997 39.949749094000026, -75.14673866299995 39.949627630000066, -75.14671393799995 39.94962459300007, -75.14673403299997 39.94953115900006, -75.14675257699997 39.94953343700007, -75.14679879799996 39.949318539000046))",SHARED_POLYGON,false,false,,true
222-222@628-pgg-py9,,Rhodes E Washington Sch,,40.002396,-75.17824,2900 W Clearfield St,Philadelphia,PA,19132,US,"POLYGON ((-75.17761877599997 40.002598868000064, -75.17762141799994 40.002580041000044, -75.17757779199997 40.002576549000025, -75.17761346099996 40.002322384000024, -75.17763215799994 40.00232388000006, -75.17767905499994 40.001989700000024, -75.17772268199997 40.00199319200004, -75.17772730599995 40.00196024500008, -75.17807631199997 40.00198817900008, -75.17807234899993 40.002016420000075, -75.17828424699997 40.00203338000006, -75.17828688799995 40.00201455300004, -75.17854241199996 40.00203500400005, -75.17853976999999 40.00205383200006, -75.17874543599999 40.00207029200004, -75.17874147299995 40.00209853200005, -75.17891597699997 40.00211249800003, -75.17884398699994 40.00262553700003, -75.17882529099995 40.00262404000006, -75.17881274099994 40.00271346900007, -75.17877534799999 40.00271047600006, -75.17877138399996 40.00273871600007, -75.17860934399994 40.002725748000046, -75.17859877599994 40.002801057000056, -75.17857384699994 40.002799062000065, -75.17854544599999 40.003001453000024, -75.17837717299994 40.00298798500006, -75.17835471599994 40.00314801500008, -75.17786235799997 40.00310860700006, -75.17786566099994 40.00308507400007, -75.17769115499993 40.00307110600005, -75.17775588699999 40.00260984200003, -75.17761877599997 40.002598868000064))",OWNED_POLYGON,false,false,,false
23d-222@628-pm3-v9f,,Free Library South Philadelphia Branch,,39.929628,-75.169524,1432 Morris St # 1462,Philadelphia,PA,19145,US,"POLYGON ((-75.16973969699995 39.92946844700003, -75.16951830699998 39.93056324300005, -75.16915934299993 39.930521759000044, -75.16938073799997 39.92942696400007, -75.16973969699995 39.92946844700003))",OWNED_POLYGON,false,false,,false
zzy-223@628-pm9-f75,,Philadelphia JiuJitsu,,39.915544,-75.177649,1760 Barbara St,Philadelphia,PA,19145,US,"POLYGON ((-75.17722743332756 39.91544422359135, -75.17808926754606 39.91553212514932, -75.17806998122707 39.9156433056739, -75.17720814700856 39.91555540425861, -75.17722743332756 39.91544422359135))",OWNED_POLYGON,false,false,,false
23j-222@628-pnx-b49,,Penn Treaty Sch,,39.972763,-75.127091,600 E Thompson St,Philadelphia,PA,19125,US,"POLYGON ((-75.12691369999999 39.97254852700007, -75.12699538799995 39.972520272000054, -75.12701013499998 39.97254707400003, -75.12713739799995 39.97250710600008, -75.12712537599998 39.97248525300006, -75.12728461099994 39.97243524400005, -75.12730631999995 39.972473222000076, -75.12743382299993 39.972429333000036, -75.12747713199997 39.972508048000066, -75.12750605499997 39.97249896400007, -75.12760319599994 39.97267552000005, -75.12744943899997 39.97272914300004, -75.12739271499998 39.97262693500005, -75.12733383299997 39.97264720900006, -75.12745689299999 39.97286807800003, -75.12714556399999 39.97296585300006, -75.12715518299996 39.97298333600003, -75.12691188599996 39.97305974500006, -75.12679010799997 39.97283444100003, -75.12667729299994 39.97263110200004, -75.12673441799996 39.97261316200007, -75.12673273199994 39.972610098000075, -75.12691369999999 39.97254852700007))",OWNED_POLYGON,false,false,,false
223-222@63s-dvx-2zf,,Our Mother Of Sorrows St Ignatius Schools,,39.970698,-75.217607,1008 N 48th St,Philadelphia,PA,19131,US,"POLYGON ((-75.21749809099998 39.970844283000076, -75.21742629699997 39.97057035200004, -75.21756763499997 39.970549206000044, -75.21758102099994 39.97060027800006, -75.21772235799995 39.97057913200007, -75.21776738199998 39.97075091900007, -75.21779810699996 39.970746322000025, -75.21780662599997 39.970778823000046, -75.21767143199997 39.97079904900005, -75.21768116699997 39.970836193000025, -75.21758284599997 39.97085090200005, -75.21757797799995 39.970832331000054, -75.21749809099998 39.970844283000076))",OWNED_POLYGON,false,false,,false
zzw-222@628-pg9-whq,,Waring Laura W Sch,,39.965073,-75.16759,1801 Green St,Philadelphia,PA,19130,US,"POLYGON ((-75.16771274699994 39.964884754000025, -75.16763178799994 39.96523442100005, -75.16747753199996 39.96521403000003, -75.16759843099999 39.96469186000007, -75.16810438899995 39.964758741000026, -75.16806444999997 39.96493124400007, -75.16771274699994 39.964884754000025))",OWNED_POLYGON,false,false,,false
22p-222@628-pm9-zxq,,Painting with a Twist,Painting with a Twist,39.942205,-75.152632,611 South St,Philadelphia,PA,19147,US,"MULTIPOLYGON (((-75.15287531058654 39.94215575097522, -75.15285921979398 39.94230226187588, -75.15284316599997 39.942300481000075, -75.15284680299999 39.94228175000006, -75.15278484799995 39.942274876000056, -75.15278030099995 39.94229829100004, -75.15238378299995 39.94225430100005, -75.15241288399994 39.942104451000034, -75.15287531058654 39.94215575097522)), ((-75.15285662447269 39.94232589295918, -75.15284780061207 39.94240623653228, -75.15278598599997 39.94239937900005, -75.15280144599996 39.94231977100003, -75.15285662447269 39.94232589295918)))",OWNED_POLYGON,false,false,,false
22d-222@628-pm9-wp9,,Center For Literacy,,39.950671,-75.146739,399 Market St Ste 201,Philadelphia,PA,19106,US,"POLYGON ((-75.14609473099995 39.95091809400003, -75.14606376299997 39.95091458400003, -75.14603775299997 39.95104564300004, -75.14605633399998 39.951047749000054, -75.14604332799996 39.95111327800004, -75.14608048899998 39.95111749000006, -75.14606098199994 39.951215783000066, -75.14559027799999 39.95116242800003, -75.14558470499998 39.95119051300003, -75.14588199199994 39.95122421100007, -75.14586712799996 39.951299101000075, -75.14582377299996 39.95129418700003, -75.14581448499996 39.95134099300003, -75.14553577799995 39.95130940100006, -75.14561009399995 39.95093494900004, -75.14559770799997 39.950933545000055, -75.14567481099994 39.95054505100006, -75.14570577699999 39.95054856100006, -75.14575315399998 39.95030984700003, -75.14648397399998 39.95039268600004, -75.14648118699995 39.950406729000065, -75.14711291599997 39.950478332000046, -75.14703581999999 39.95086682700003, -75.14637312199994 39.95079171400005, -75.14638148199998 39.950749588000065, -75.14634432199995 39.950745375000054, -75.14635268199999 39.95070324900007, -75.14630932699998 39.95069833500003, -75.14633162099994 39.950585999000054, -75.14628826799998 39.95058108600006, -75.14629755699997 39.95053427900007, -75.14623562299994 39.95052725900007, -75.14620125299996 39.95070044200003, -75.14618267299994 39.95069833700006, -75.14616502299998 39.950787269000045, -75.14612166899997 39.95078235500006, -75.14609473099995 39.95091809400003))",SHARED_POLYGON,false,false,,false
24j-222@628-pm9-y5f,,Jean Madeline Aveda Institute,,39.940766,-75.148373,315A Bainbridge St,Philadelphia,PA,19147,US,"POLYGON ((-75.14841804909048 39.94086025557001, -75.14829869078932 39.9408474026326, -75.14832685398397 39.940686997770534, -75.14839122700033 39.940692653076574, -75.14839055644808 39.94069779426345, -75.14844420062838 39.94070293544995, -75.14841804909048 39.94086025557001))",OWNED_POLYGON,true,false,,false
229-222@628-p86-835,,Semper Fi MMA,,40.076811,-75.084868,7977 Oxford Ave,Philadelphia,PA,19111,US,"POLYGON ((-75.08477202099994 40.076721314000054, -75.08477058999995 40.07667872900004, -75.08469532899994 40.07668016800005, -75.08469357999996 40.07662811900008, -75.08479392599997 40.07662619800004, -75.08479297199995 40.07659780800003, -75.08503129599995 40.07659324800005, -75.08503781699994 40.07678725100004, -75.08506290399998 40.07678677100006, -75.08507069799998 40.077018628000076, -75.08492644899997 40.07702138900004, -75.08492517699995 40.07698353400008, -75.08485618799995 40.076984854000045, -75.08485555099998 40.07696592700006, -75.08480537699995 40.076966887000026, -75.08480156 40.07685332400007, -75.08466358299995 40.07685596400006, -75.08465912999998 40.07672347400006, -75.08477202099994 40.076721314000054))",OWNED_POLYGON,false,false,,false
222-222@628-pmf-jy9,zzz-222@628-pmf-jy9,Greenfield Albert M Sch,,39.952294,-75.177636,2200 Chestnut St,Philadelphia,PA,19103,US,"POLYGON ((-75.17808000499997 39.95219080800007, -75.17802916599999 39.95245305800006, -75.17719880899995 39.952361119000045, -75.17724965199994 39.95209887000004, -75.17808000499997 39.95219080800007))",OWNED_POLYGON,false,false,,false
232-222@628-pmd-w6k,,Academy Of Vocal Arts,,39.947877,-75.173762,1920 Spruce St,Philadelphia,PA,19103,US,"POLYGON ((-75.17377439942572 39.9480334373874, -75.17368322246159 39.94802164075871, -75.17374757733558 39.947720148816884, -75.1738414546511 39.94773300046324, -75.17377439942572 39.9480334373874))",OWNED_POLYGON,true,false,,false
229-222@63s-dw2-bp9,,Corzelda International Academy,,39.960343,-75.238713,5855 Chestnut St,Philadelphia,PA,19139,US,"POLYGON ((-75.23869157699994 39.960271918000046, -75.23874620199996 39.96027872700006, -75.23870692399998 39.96046834800006, -75.23865271299996 39.96046211500004, -75.23869157699994 39.960271918000046))",OWNED_POLYGON,false,false,,false
223-222@628-pmb-649,,Jefferson Graduate School of Biomedical Sciences,,39.947393,-75.158523,1020 Locust St,Philadelphia,PA,19107,US,"POLYGON ((-75.15787742199996 39.946802080000055, -75.15844074299997 39.94686721700003, -75.15845305399995 39.946806396000056, -75.15839734199994 39.94679995400003, -75.15842291199993 39.946673632000056, -75.15844767399994 39.94667649500008, -75.15846756099995 39.94657824500007, -75.15838089699997 39.94656822500008, -75.15833827999995 39.94677876000003, -75.15821447299999 39.94676444500004, -75.15826277399998 39.94652583800007, -75.15823801199997 39.94652297500005, -75.15825221899996 39.946452796000074, -75.15819031499996 39.94644563800006, -75.15817516199996 39.94652049500007, -75.15819992299998 39.946523358000036, -75.15818192899997 39.94661225100003, -75.15815716799995 39.94660938800007, -75.15815243199995 39.94663278100006, -75.15817719299997 39.946635643000036, -75.15814972799996 39.946771322000075, -75.15788354399996 39.94674054300003, -75.15799151199997 39.94620718700003, -75.15864149199996 39.94628234400005, -75.15860171599996 39.94647884400007, -75.15840981699995 39.94645665500008, -75.15839655799994 39.946522155000025, -75.15847703299994 39.946531460000074, -75.15848744899995 39.94647999600005, -75.15858649499995 39.946491448000074, -75.15855524199998 39.94664584000003, -75.15858619299996 39.94664941900004, -75.15856156999996 39.94677106200004, -75.15858633199997 39.94677392500006, -75.15856076099993 39.94690024600004, -75.15887027799994 39.94693603400003, -75.15887406599995 39.94691732100006, -75.15924548799995 39.94696026500003, -75.15914320999997 39.94746555100005, -75.15788656199999 39.947320250000075, -75.15789034999995 39.947301535000065, -75.15780368499998 39.94729151400003, -75.15786619399995 39.94698272900007, -75.15784143299999 39.94697986600005, -75.15787742199996 39.946802080000055), (-75.15868258099994 39.94726864900008, -75.15887448199999 39.94729083800007, -75.15891615199996 39.947084981000046, -75.15872424999998 39.947062792000054, -75.15868258099994 39.94726864900008))",SHARED_POLYGON,false,false,,false
