SchoolYear,Sector,SubSector,SRCSchoolID,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,05,55,8,14.55,47,85.45,13,23.64,42,76.36,25,45.45,30,54.55,0,0.00,5,9.09,17,30.91,15,27.27,6,10.91,0,0.00,12,21.82,
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,All Grades,328,41,12.50,287,87.50,34,10.37,294,89.63,158,48.17,170,51.83,0,0.00,35,10.67,114,34.76,74,22.56,22,6.71,1,0.30,82,25.00,100.00
2019-2020,District,District,824,Hamilton Disston School,Network 9,00,80,4,5.00,76,95.00,0,0.00,80,100.00,35,43.75,45,56.25,0,0.00,2,2.50,31,38.75,32,40.00,0,0.00,0,0.00,15,18.75,
2019-2020,District,District,824,Hamilton Disston School,Network 9,01,80,2,2.50,78,97.50,5,6.25,75,93.75,35,43.75,45,56.25,0,0.00,0,0.00,26,32.50,31,38.75,5,6.25,1,1.25,17,21.25,
2019-2020,District,District,824,Hamilton Disston School,Network 9,02,89,7,7.87,82,92.13,8,8.99,81,91.01,50,56.18,39,43.82,0,0.00,2,2.25,34,38.20,30,33.71,9,10.11,0,0.00,14,15.73,
2019-2020,District,District,824,Hamilton Disston School,Network 9,03,92,5,5.43,87,94.57,12,13.04,80,86.96,45,48.91,47,51.09,0,0.00,2,2.17,40,43.48,27,29.35,9,9.78,0,0.00,14,15.22,
2019-2020,District,District,824,Hamilton Disston School,Network 9,04,79,14,17.72,65,82.28,7,8.86,72,91.14,35,44.30,44,55.70,0,0.00,1,1.27,30,37.97,25,31.65,11,13.92,0,0.00,12,15.19,
2019-2020,District,District,824,Hamilton Disston School,Network 9,05,114,20,17.54,94,82.46,13,11.40,101,88.60,56,49.12,58,50.88,0,0.00,1,0.88,40,35.09,42,36.84,11,9.65,0,0.00,20,17.54,
2019-2020,District,District,824,Hamilton Disston School,Network 9,06,90,15,16.67,75,83.33,18,20.00,72,80.00,44,48.89,46,51.11,0,0.00,3,3.33,38,42.22,36,40.00,4,4.44,0,0.00,9,10.00,
2019-2020,District,District,824,Hamilton Disston School,Network 9,07,102,15,14.71,87,85.29,15,14.71,87,85.29,59,57.84,43,42.16,0,0.00,3,2.94,35,34.31,36,35.29,11,10.78,0,0.00,17,16.67,
2019-2020,District,District,824,Hamilton Disston School,Network 9,08,108,16,14.81,92,85.19,17,15.74,91,84.26,48,44.44,60,55.56,1,0.93,2,1.85,43,39.81,32,29.63,10,9.26,0,0.00,20,18.52,
2019-2020,District,District,824,Hamilton Disston School,Network 9,All Grades,834,98,11.75,736,88.25,95,11.39,739,88.61,407,48.80,427,51.20,1,0.12,16,1.92,317,38.01,291,34.89,70,8.39,1,0.12,138,16.55,100.00
2019-2020,District,District,825,Edwin Forrest School,Network 12,00,156,31,19.87,125,80.13,6,3.85,150,96.15,74,47.44,82,52.56,0,0.00,12,7.69,63,40.38,42,26.92,9,5.77,0,0.00,30,19.23,
2019-2020,District,District,825,Edwin Forrest School,Network 12,01,178,26,14.61,152,85.39,9,5.06,169,94.94,99,55.62,79,44.38,1,0.56,7,3.93,62,34.83,72,40.45,9,5.06,0,0.00,27,15.17,
2019-2020,District,District,825,Edwin Forrest School,Network 12,02,173,25,14.45,148,85.55,25,14.45,148,85.55,65,37.57,108,62.43,0,0.00,9,5.20,53,30.64,66,38.15,9,5.20,0,0.00,36,20.81,
2019-2020,District,District,825,Edwin Forrest School,Network 12,03,161,28,17.39,133,82.61,20,12.42,141,87.58,77,47.83,84,52.17,0,0.00,10,6.21,63,39.13,44,27.33,14,8.70,0,0.00,30,18.63,
2019-2020,District,District,825,Edwin Forrest School,Network 12,04,158,21,13.29,137,86.71,17,10.76,141,89.24,80,50.63,78,49.37,0,0.00,4,2.53,53,33.54,48,30.38,13,8.23,1,0.63,39,24.68,
2019-2020,District,District,825,Edwin Forrest School,Network 12,05,149,19,12.75,130,87.25,30,20.13,119,79.87,74,49.66,75,50.34,2,1.34,5,3.36,58,38.93,44,29.53,13,8.72,0,0.00,27,18.12,
2019-2020,District,District,825,Edwin Forrest School,Network 12,06,187,25,13.37,162,86.63,27,14.44,160,85.56,104,55.61,83,44.39,1,0.53,7,3.74,62,33.16,60,32.09,23,12.30,0,0.00,34,18.18,
2019-2020,District,District,825,Edwin Forrest School,Network 12,All Grades,1162,175,15.06,987,84.94,134,11.53,1028,88.47,573,49.31,589,50.69,4,0.34,54,4.65,414,35.63,376,32.36,90,7.75,1,0.09,223,19.19,100.00
2019-2020,District,District,826,Fox Chase School,Network 8,00,95,3,3.16,92,96.84,10,10.53,85,89.47,47,49.47,48,50.53,0,0.00,3,3.16,26,27.37,16,16.84,8,8.42,0,0.00,42,44.21,
2019-2020,District,District,826,Fox Chase School,Network 8,01,82,4,4.88,78,95.12,12,14.63,70,85.37,34,41.46,48,58.54,0,0.00,4,4.88,16,19.51,14,17.07,11,13.41,1,1.22,36,43.90,
2019-2020,District,District,826,Fox Chase School,Network 8,02,88,8,9.09,80,90.91,21,23.86,67,76.14,34,38.64,54,61.36,0,0.00,5,5.68,23,26.14,16,18.18,8,9.09,0,0.00,36,40.91,
2019-2020,District,District,826,Fox Chase School,Network 8,03,86,9,10.47,77,89.53,20,23.26,66,76.74,47,54.65,39,45.35,0,0.00,8,9.30,21,24.42,16,18.60,10,11.63,0,0.00,31,36.05,
2019-2020,District,District,826,Fox Chase School,Network 8,04,96,10,10.42,86,89.58,17,17.71,79,82.29,38,39.58,58,60.42,0,0.00,7,7.29,18,18.75,14,14.58,10,10.42,0,0.00,47,48.96,
2019-2020,District,District,826,Fox Chase School,Network 8,05,81,3,3.70,78,96.30,11,13.58,70,86.42,37,45.68,44,54.32,1,1.23,7,8.64,21,25.93,8,9.88,10,12.35,0,0.00,34,41.98,
2019-2020,District,District,826,Fox Chase School,Network 8,All Grades,528,37,7.01,491,92.99,91,17.23,437,82.77,237,44.89,291,55.11,1,0.19,34,6.44,125,23.67,84,15.91,57,10.80,1,0.19,226,42.80,73.03
2019-2020,District,District,827,Thomas Holme School,Network 9,00,102,5,4.90,97,95.10,10,9.80,92,90.20,52,50.98,50,49.02,0,0.00,10,9.80,20,19.61,21,20.59,8,7.84,0,0.00,43,42.16,
2019-2020,District,District,827,Thomas Holme School,Network 9,01,90,5,5.56,85,94.44,13,14.44,77,85.56,43,47.78,47,52.22,0,0.00,5,5.56,16,17.78,29,32.22,7,7.78,0,0.00,33,36.67,
2019-2020,District,District,827,Thomas Holme School,Network 9,02,87,10,11.49,77,88.51,10,11.49,77,88.51,46,52.87,41,47.13,0,0.00,4,4.60,27,31.03,23,26.44,7,8.05,0,0.00,26,29.89,
2019-2020,District,District,827,Thomas Holme School,Network 9,03,89,6,6.74,83,93.26,15,16.85,74,83.15,41,46.07,48,53.93,0,0.00,7,7.87,30,33.71,12,13.48,6,6.74,0,0.00,34,38.20,
2019-2020,District,District,827,Thomas Holme School,Network 9,04,85,12,14.12,73,85.88,14,16.47,71,83.53,40,47.06,45,52.94,0,0.00,3,3.53,21,24.71,21,24.71,10,11.76,1,1.18,29,34.12,
2019-2020,District,District,827,Thomas Holme School,Network 9,05,86,9,10.47,77,89.53,19,22.09,67,77.91,40,46.51,46,53.49,0,0.00,7,8.14,28,32.56,19,22.09,10,11.63,0,0.00,22,25.58,
2019-2020,District,District,827,Thomas Holme School,Network 9,06,72,8,11.11,64,88.89,20,27.78,52,72.22,30,41.67,42,58.33,0,0.00,5,6.94,21,29.17,18,25.00,5,6.94,0,0.00,23,31.94,
2019-2020,District,District,827,Thomas Holme School,Network 9,All Grades,611,55,9.00,556,91.00,101,16.53,510,83.47,292,47.79,319,52.21,0,0.00,41,6.71,163,26.68,143,23.40,53,8.67,1,0.16,210,34.37,100.00
2019-2020,District,District,830,Mayfair School,Network 9,00,209,60,28.71,149,71.29,6,2.87,203,97.13,93,44.50,116,55.50,0,0.00,77,36.84,23,11.00,50,23.92,7,3.35,0,0.00,52,24.88,
2019-2020,District,District,830,Mayfair School,Network 9,01,263,100,38.02,163,61.98,10,3.80,253,96.20,133,50.57,130,49.43,0,0.00,96,36.50,28,10.65,67,25.48,8,3.04,1,0.38,63,23.95,
2019-2020,District,District,830,Mayfair School,Network 9,02,238,109,45.80,129,54.20,8,3.36,230,96.64,127,53.36,111,46.64,0,0.00,97,40.76,15,6.30,64,26.89,8,3.36,0,0.00,54,22.69,
2019-2020,District,District,830,Mayfair School,Network 9,03,245,117,47.76,128,52.24,14,5.71,231,94.29,120,48.98,125,51.02,0,0.00,80,32.65,32,13.06,65,26.53,22,8.98,0,0.00,46,18.78,
2019-2020,District,District,830,Mayfair School,Network 9,04,265,112,42.26,153,57.74,21,7.92,244,92.08,113,42.64,152,57.36,0,0.00,80,30.19,31,11.70,81,30.57,16,6.04,3,1.13,54,20.38,
2019-2020,District,District,830,Mayfair School,Network 9,05,231,76,32.90,155,67.10,26,11.26,205,88.74,103,44.59,128,55.41,0,0.00,69,29.87,24,10.39,77,33.33,8,3.46,0,0.00,53,22.94,
2019-2020,District,District,830,Mayfair School,Network 9,06,278,87,31.29,191,68.71,34,12.23,244,87.77,131,47.12,147,52.88,0,0.00,82,29.50,28,10.07,93,33.45,19,6.83,0,0.00,56,20.14,
2019-2020,District,District,830,Mayfair School,Network 9,07,252,75,29.76,177,70.24,26,10.32,226,89.68,121,48.02,131,51.98,0,0.00,69,27.38,34,13.49,74,29.37,13,5.16,0,0.00,62,24.60,
2019-2020,District,District,830,Mayfair School,Network 9,08,227,62,27.31,165,72.69,23,10.13,204,89.87,114,50.22,113,49.78,0,0.00,59,25.99,24,10.57,68,29.96,22,9.69,1,0.44,53,23.35,
2019-2020,District,District,830,Mayfair School,Network 9,All Grades,2208,798,36.14,1410,63.86,168,7.61,2040,92.39,1055,47.78,1153,52.22,0,0.00,709,32.11,239,10.82,639,28.94,123,5.57,5,0.23,493,22.33,97.54
2019-2020,District,District,831,J. Hampton Moore School,Network 8,00,150,27,18.00,123,82.00,11,7.33,139,92.67,76,50.67,74,49.33,0,0.00,31,20.67,41,27.33,47,31.33,2,1.33,1,0.67,28,18.67,
2019-2020,District,District,831,J. Hampton Moore School,Network 8,01,183,33,18.03,150,81.97,14,7.65,169,92.35,91,49.73,92,50.27,0,0.00,30,16.39,64,34.97,63,34.43,8,4.37,0,0.00,18,9.84,
2019-2020,District,District,831,J. Hampton Moore School,Network 8,02,186,58,31.18,128,68.82,31,16.67,155,83.33,92,49.46,94,50.54,0,0.00,42,22.58,52,27.96,72,38.71,4,2.15,0,0.00,16,8.60,
2019-2020,District,District,831,J. Hampton Moore School,Network 8,03,229,66,28.82,163,71.18,35,15.28,194,84.72,116,50.66,113,49.34,1,0.44,34,14.85,78,34.06,69,30.13,19,8.30,0,0.00,28,12.23,
2019-2020,District,District,831,J. Hampton Moore School,Network 8,04,190,47,24.74,143,75.26,19,10.00,171,90.00,98,51.58,92,48.42,0,0.00,36,18.95,66,34.74,52,27.37,20,10.53,0,0.00,16,8.42,
2019-2020,District,District,831,J. Hampton Moore School,Network 8,05,219,55,25.11,164,74.89,32,14.61,187,85.39,102,46.58,117,53.42,1,0.46,30,13.70,75,34.25,74,33.79,17,7.76,0,0.00,22,10.05,
2019-2020,District,District,831,J. Hampton Moore School,Network 8,All Grades,1157,286,24.72,871,75.28,142,12.27,1015,87.73,575,49.70,582,50.30,2,0.17,203,17.55,376,32.50,377,32.58,70,6.05,1,0.09,128,11.06,97.63
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,00,205,86,41.95,119,58.05,5,2.44,200,97.56,100,48.78,105,51.22,0,0.00,48,23.41,38,18.54,79,38.54,2,0.98,1,0.49,37,18.05,
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,01,214,95,44.39,119,55.61,17,7.94,197,92.06,102,47.66,112,52.34,1,0.47,62,28.97,35,16.36,80,37.38,3,1.40,0,0.00,33,15.42,
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,02,205,91,44.39,114,55.61,14,6.83,191,93.17,103,50.24,102,49.76,1,0.49,40,19.51,33,16.10,95,46.34,6,2.93,0,0.00,30,14.63,
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,03,190,96,50.53,94,49.47,19,10.00,171,90.00,98,51.58,92,48.42,0,0.00,39,20.53,36,18.95,72,37.89,11,5.79,1,0.53,31,16.32,
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,04,208,92,44.23,116,55.77,30,14.42,178,85.58,105,50.48,103,49.52,1,0.48,44,21.15,38,18.27,76,36.54,16,7.69,1,0.48,32,15.38,
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,05,223,94,42.15,129,57.85,23,10.31,200,89.69,100,44.84,123,55.16,0,0.00,38,17.04,50,22.42,89,39.91,13,5.83,3,1.35,30,13.45,
2019-2020,District,District,834,Solomon Solis-Cohen School,Network 8,All Grades,1245,554,44.50,691,55.50,108,8.67,1137,91.33,608,48.84,637,51.16,3,0.24,271,21.77,230,18.47,491,39.44,51,4.10,6,0.48,193,15.50,100.00
2019-2020,District,District,835,Gilbert Spruance School,Network 9,00,132,49,37.12,83,62.88,11,8.33,121,91.67,78,59.09,54,40.91,0,0.00,15,11.36,47,35.61,48,36.36,4,3.03,1,0.76,17,12.88,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,01,143,35,24.48,108,75.52,13,9.09,130,90.91,79,55.24,64,44.76,1,0.70,21,14.69,58,40.56,38,26.57,6,4.20,2,1.40,17,11.89,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,02,151,35,23.18,116,76.82,13,8.61,138,91.39,76,50.33,75,49.67,0,0.00,24,15.89,61,40.40,43,28.48,5,3.31,0,0.00,18,11.92,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,03,156,40,25.64,116,74.36,18,11.54,138,88.46,82,52.56,74,47.44,1,0.64,16,10.26,65,41.67,50,32.05,7,4.49,1,0.64,16,10.26,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,04,158,41,25.95,117,74.05,16,10.13,142,89.87,82,51.90,76,48.10,0,0.00,18,11.39,62,39.24,51,32.28,19,12.03,0,0.00,8,5.06,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,05,166,43,25.90,123,74.10,29,17.47,137,82.53,61,36.75,105,63.25,2,1.20,22,13.25,62,37.35,53,31.93,11,6.63,1,0.60,15,9.04,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,06,147,41,27.89,106,72.11,20,13.61,127,86.39,74,50.34,73,49.66,1,0.68,12,8.16,59,40.14,49,33.33,11,7.48,1,0.68,14,9.52,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,07,162,52,32.10,110,67.90,26,16.05,136,83.95,76,46.91,86,53.09,1,0.62,19,11.73,64,39.51,59,36.42,5,3.09,0,0.00,14,8.64,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,08,155,32,20.65,123,79.35,19,12.26,136,87.74,77,49.68,78,50.32,1,0.65,19,12.26,48,30.97,59,38.06,12,7.74,0,0.00,16,10.32,
2019-2020,District,District,835,Gilbert Spruance School,Network 9,All Grades,1370,368,26.86,1002,73.14,165,12.04,1205,87.96,685,50.00,685,50.00,7,0.51,166,12.12,526,38.39,450,32.85,80,5.84,6,0.44,135,9.85,100.00
2019-2020,District,District,836,Rhawnhurst School,Network 8,00,90,19,21.11,71,78.89,4,4.44,86,95.56,38,42.22,52,57.78,0,0.00,32,35.56,14,15.56,11,12.22,3,3.33,0,0.00,30,33.33,
2019-2020,District,District,836,Rhawnhurst School,Network 8,01,97,21,21.65,76,78.35,7,7.22,90,92.78,41,42.27,56,57.73,1,1.03,29,29.90,23,23.71,25,25.77,3,3.09,0,0.00,16,16.49,
2019-2020,District,District,836,Rhawnhurst School,Network 8,02,117,30,25.64,87,74.36,10,8.55,107,91.45,47,40.17,70,59.83,0,0.00,25,21.37,32,27.35,24,20.51,9,7.69,0,0.00,27,23.08,
2019-2020,District,District,836,Rhawnhurst School,Network 8,03,121,43,35.54,78,64.46,5,4.13,116,95.87,62,51.24,59,48.76,0,0.00,36,29.75,24,19.83,26,21.49,5,4.13,0,0.00,30,24.79,
2019-2020,District,District,836,Rhawnhurst School,Network 8,04,115,31,26.96,84,73.04,8,6.96,107,93.04,49,42.61,66,57.39,1,0.87,31,26.96,25,21.74,20,17.39,13,11.30,2,1.74,23,20.00,
2019-2020,District,District,836,Rhawnhurst School,Network 8,05,86,29,33.72,57,66.28,2,2.33,84,97.67,49,56.98,37,43.02,0,0.00,23,26.74,14,16.28,14,16.28,6,6.98,0,0.00,29,33.72,
2019-2020,District,District,836,Rhawnhurst School,Network 8,All Grades,626,173,27.64,453,72.36,36,5.75,590,94.25,286,45.69,340,54.31,2,0.32,176,28.12,132,21.09,120,19.17,39,6.23,2,0.32,155,24.76,97.89
2019-2020,District,District,837,Watson Comly School,Network 8,00,77,19,24.68,58,75.32,5,6.49,72,93.51,38,49.35,39,50.65,0,0.00,9,11.69,10,12.99,9,11.69,5,6.49,0,0.00,44,57.14,
2019-2020,District,District,837,Watson Comly School,Network 8,01,88,25,28.41,63,71.59,8,9.09,80,90.91,42,47.73,46,52.27,0,0.00,10,11.36,12,13.64,10,11.36,1,1.14,0,0.00,55,62.50,
2019-2020,District,District,837,Watson Comly School,Network 8,02,84,24,28.57,60,71.43,7,8.33,77,91.67,49,58.33,35,41.67,1,1.19,12,14.29,8,9.52,6,7.14,3,3.57,0,0.00,54,64.29,
2019-2020,District,District,837,Watson Comly School,Network 8,03,96,35,36.46,61,63.54,14,14.58,82,85.42,52,54.17,44,45.83,0,0.00,21,21.88,16,16.67,6,6.25,3,3.13,0,0.00,50,52.08,
2019-2020,District,District,837,Watson Comly School,Network 8,04,79,21,26.58,58,73.42,10,12.66,69,87.34,36,45.57,43,54.43,0,0.00,14,17.72,7,8.86,7,8.86,7,8.86,0,0.00,44,55.70,
2019-2020,District,District,837,Watson Comly School,Network 8,05,87,17,19.54,70,80.46,15,17.24,72,82.76,41,47.13,46,52.87,1,1.15,11,12.64,7,8.05,13,14.94,5,5.75,0,0.00,50,57.47,
2019-2020,District,District,837,Watson Comly School,Network 8,All Grades,511,141,27.59,370,72.41,59,11.55,452,88.45,258,50.49,253,49.51,2,0.39,77,15.07,60,11.74,51,9.98,24,4.70,0,0.00,297,58.12,66.69
2019-2020,District,District,838,Louis H. Farrell School,Network 8,00,122,20,16.39,102,83.61,6,4.92,116,95.08,56,45.90,66,54.10,0,0.00,31,25.41,18,14.75,14,11.48,8,6.56,1,0.82,50,40.98,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,01,126,24,19.05,102,80.95,18,14.29,108,85.71,58,46.03,68,53.97,0,0.00,30,23.81,21,16.67,27,21.43,1,0.79,1,0.79,46,36.51,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,02,121,36,29.75,85,70.25,12,9.92,109,90.08,64,52.89,57,47.11,0,0.00,20,16.53,23,19.01,26,21.49,9,7.44,0,0.00,43,35.54,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,03,122,34,27.87,88,72.13,10,8.20,112,91.80,74,60.66,48,39.34,0,0.00,24,19.67,18,14.75,22,18.03,6,4.92,0,0.00,52,42.62,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,04,139,47,33.81,92,66.19,22,15.83,117,84.17,66,47.48,73,52.52,0,0.00,23,16.55,24,17.27,29,20.86,15,10.79,3,2.16,45,32.37,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,05,125,32,25.60,93,74.40,16,12.80,109,87.20,55,44.00,70,56.00,0,0.00,21,16.80,20,16.00,23,18.40,18,14.40,0,0.00,43,34.40,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,06,150,41,27.33,109,72.67,14,9.33,136,90.67,69,46.00,81,54.00,1,0.67,29,19.33,15,10.00,29,19.33,20,13.33,0,0.00,56,37.33,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,07,139,43,30.94,96,69.06,20,14.39,119,85.61,62,44.60,77,55.40,0,0.00,17,12.23,25,17.99,32,23.02,18,12.95,1,0.72,46,33.09,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,08,140,37,26.43,103,73.57,19,13.57,121,86.43,68,48.57,72,51.43,1,0.71,28,20.00,21,15.00,32,22.86,14,10.00,0,0.00,44,31.43,
2019-2020,District,District,838,Louis H. Farrell School,Network 8,All Grades,1184,314,26.52,870,73.48,137,11.57,1047,88.43,572,48.31,612,51.69,2,0.17,223,18.83,185,15.63,234,19.76,109,9.21,6,0.51,425,35.90,93.51
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,00,86,7,8.14,79,91.86,5,5.81,81,94.19,38,44.19,48,55.81,0,0.00,3,3.49,15,17.44,17,19.77,2,2.33,0,0.00,49,56.98,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,01,94,4,4.26,90,95.74,11,11.70,83,88.30,37,39.36,57,60.64,1,1.06,9,9.57,22,23.40,12,12.77,7,7.45,1,1.06,42,44.68,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,02,92,13,14.13,79,85.87,14,15.22,78,84.78,39,42.39,53,57.61,0,0.00,5,5.43,30,32.61,18,19.57,3,3.26,0,0.00,36,39.13,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,03,73,4,5.48,69,94.52,13,17.81,60,82.19,33,45.21,40,54.79,0,0.00,4,5.48,20,27.40,12,16.44,7,9.59,0,0.00,30,41.10,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,04,98,15,15.31,83,84.69,14,14.29,84,85.71,52,53.06,46,46.94,0,0.00,10,10.20,28,28.57,16,16.33,4,4.08,0,0.00,40,40.82,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,05,90,5,5.56,85,94.44,27,30.00,63,70.00,44,48.89,46,51.11,0,0.00,3,3.33,24,26.67,12,13.33,11,12.22,0,0.00,40,44.44,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,06,110,16,14.55,94,85.45,21,19.09,89,80.91,52,47.27,58,52.73,0,0.00,9,8.18,18,16.36,21,19.09,6,5.45,0,0.00,56,50.91,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,07,93,9,9.68,84,90.32,15,16.13,78,83.87,50,53.76,43,46.24,0,0.00,7,7.53,18,19.35,15,16.13,10,10.75,0,0.00,43,46.24,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,08,81,2,2.47,79,97.53,14,17.28,67,82.72,44,54.32,37,45.68,0,0.00,3,3.70,15,18.52,16,19.75,6,7.41,0,0.00,41,50.62,
2019-2020,District,District,839,A.L. Fitzpatrick School,Network 8,All Grades,817,75,9.18,742,90.82,134,16.40,683,83.60,389,47.61,428,52.39,1,0.12,53,6.49,190,23.26,139,17.01,56,6.85,1,0.12,377,46.14,85.39
2019-2020,District,District,840,Anne Frank School,Network 8,00,209,54,25.84,155,74.16,2,0.96,207,99.04,91,43.54,118,56.46,0,0.00,73,34.93,36,17.22,12,5.74,2,0.96,1,0.48,85,40.67,
2019-2020,District,District,840,Anne Frank School,Network 8,01,223,59,26.46,164,73.54,13,5.83,210,94.17,96,43.05,127,56.95,0,0.00,72,32.29,25,11.21,34,15.25,5,2.24,1,0.45,86,38.57,
2019-2020,District,District,840,Anne Frank School,Network 8,02,215,49,22.79,166,77.21,11,5.12,204,94.88,94,43.72,121,56.28,1,0.47,72,33.49,27,12.56,18,8.37,2,0.93,0,0.00,95,44.19,
2019-2020,District,District,840,Anne Frank School,Network 8,03,243,58,23.87,185,76.13,18,7.41,225,92.59,125,51.44,118,48.56,2,0.82,68,27.98,36,14.81,14,5.76,11,4.53,0,0.00,112,46.09,
2019-2020,District,District,840,Anne Frank School,Network 8,04,236,80,33.90,156,66.10,14,5.93,222,94.07,111,47.03,125,52.97,0,0.00,57,24.15,31,13.14,23,9.75,4,1.69,1,0.42,120,50.85,
2019-2020,District,District,840,Anne Frank School,Network 8,05,233,65,27.90,168,72.10,13,5.58,220,94.42,109,46.78,124,53.22,0,0.00,71,30.47,37,15.88,20,8.58,5,2.15,1,0.43,99,42.49,
2019-2020,District,District,840,Anne Frank School,Network 8,All Grades,1359,365,26.86,994,73.14,71,5.22,1288,94.78,626,46.06,733,53.94,3,0.22,413,30.39,192,14.13,121,8.90,29,2.13,4,0.29,597,43.93,73.94
2019-2020,District,District,841,Robert B. Pollock School,Network 9,00,83,11,13.25,72,86.75,2,2.41,81,97.59,34,40.96,49,59.04,0,0.00,11,13.25,33,39.76,21,25.30,5,6.02,0,0.00,13,15.66,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,01,86,10,11.63,76,88.37,11,12.79,75,87.21,43,50.00,43,50.00,0,0.00,9,10.47,32,37.21,21,24.42,6,6.98,0,0.00,18,20.93,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,02,94,8,8.51,86,91.49,24,25.53,70,74.47,46,48.94,48,51.06,0,0.00,11,11.70,34,36.17,27,28.72,4,4.26,0,0.00,18,19.15,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,03,89,8,8.99,81,91.01,16,17.98,73,82.02,35,39.33,54,60.67,0,0.00,9,10.11,38,42.70,16,17.98,9,10.11,0,0.00,17,19.10,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,04,72,15,20.83,57,79.17,11,15.28,61,84.72,34,47.22,38,52.78,1,1.39,5,6.94,24,33.33,13,18.06,10,13.89,0,0.00,19,26.39,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,05,77,7,9.09,70,90.91,16,20.78,61,79.22,38,49.35,39,50.65,0,0.00,10,12.99,26,33.77,12,15.58,12,15.58,0,0.00,17,22.08,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,06,112,20,17.86,92,82.14,21,18.75,91,81.25,41,36.61,71,63.39,0,0.00,14,12.50,32,28.57,29,25.89,11,9.82,0,0.00,26,23.21,
2019-2020,District,District,841,Robert B. Pollock School,Network 9,All Grades,613,79,12.89,534,87.11,101,16.48,512,83.52,271,44.21,342,55.79,1,0.16,69,11.26,219,35.73,139,22.68,57,9.30,0,0.00,128,20.88,88.22
2019-2020,District,District,842,Stephen Decatur School,Network 8,00,114,9,7.89,105,92.11,11,9.65,103,90.35,58,50.88,56,49.12,0,0.00,16,14.04,16,14.04,14,12.28,11,9.65,1,0.88,56,49.12,
2019-2020,District,District,842,Stephen Decatur School,Network 8,01,86,11,12.79,75,87.21,5,5.81,81,94.19,39,45.35,47,54.65,0,0.00,10,11.63,13,15.12,16,18.60,5,5.81,0,0.00,42,48.84,
